5ht1d_rat,ackr3_human,ccr1_human,ccr1_mouse,ccr2_human,ccr2_mouse,ccr3_human,ccr3_mouse,ccr3_rat,ccr4_human,ccr5_human,ccr5_mouse,ccr6_human,ccr8_human,ccr9_human,ccrl2_human,cx3c1_human,cxcr1_human,cxcr2_human,cxcr3_human,cxcr3_mouse,cxcr3_rat,cxcr4_human,cxcr5_human,q9jly8_rat,ChEMBL_ID,Smiles
,,,,,,1.0,,,,,,,,,,,,,,,,,,,CHEMBL125643,CC1C2=C(CC=CC2)C(=O)N1CC3CCN(CC3)CCC4=CC=CC=C4
,,,0.0,0.0,,0.0,,,,,,,,,,,0.0,,,,,1.0,,,CHEMBL1256528,C1CC2C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2C1)CCCCNC(=O)CCC(=O)NCCCCN3CCC(CC3)NC(=O)C(=O)NC4=CC=C(C=C4)Cl)CCCNC(=N)N)CCCNC(=O)N)CC5=CC=C(C=C5)O)NC(=O)C(CC6=CC7=CC=CC=C7C=C6)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C8=CC=C(C=C8)F)C(=O)NC(CCCNC(=N)N)C(=O)N)CCCNC(=O)N)CCCNC(=N)N)CC9=CC=C(C=C9)O
,,0.0,0.0,,,0.0,,,,,,0.0,0.0,,,,,0.0,,,,1.0,,,CHEMBL1256529,C1CC2C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2C1)CCCCNC(=O)CCC(=O)NCCCCCCN3CCC(CC3)NC(=O)C(=O)NC4=CC=C(C=C4)Cl)CCCNC(=N)N)CCCNC(=O)N)CC5=CC=C(C=C5)O)NC(=O)C(CC6=CC7=CC=CC=C7C=C6)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C8=CC=C(C=C8)F)C(=O)NC(CCCNC(=N)N)C(=O)N)CCCNC(=O)N)CCCNC(=N)N)CC9=CC=C(C=C9)O
,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,0.0,,,1.0,,,CHEMBL1256530,C1CC2C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2C1)CCCCNC(=O)CCC(=O)NCCCCCCCCN3CCC(CC3)NC(=O)C(=O)NC4=CC=C(C=C4)Cl)CCCNC(=N)N)CCCNC(=O)N)CC5=CC=C(C=C5)O)NC(=O)C(CC6=CC7=CC=CC=C7C=C6)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C8=CC=C(C=C8)F)C(=O)NC(CCCNC(=N)N)C(=O)N)CCCNC(=O)N)CCCNC(=N)N)CC9=CC=C(C=C9)O
,,,,,,1.0,,,,,,,,,,,,,,,,,,,CHEMBL125695,COC1=CC=C(C=C1)NC(=O)NCC2=CC=CC=C2CN3CCC(CC3)CC4=CC=CC=C4
,,,,,,1.0,,,,,,,,,,,,,,,,,,,CHEMBL125753,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(CNC(=O)NCC3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5
,,,,,,1.0,,,,,,,,,,,,,,,,,,,CHEMBL125884,C1CN(CCC1CC2=CC=C(C=C2)F)CC3=C(C=CC(=C3)CO)NC(=O)NC4=CC=CC(=C4)C#N
,,,,,,1.0,,,,,,,,,,,,,,,,,,,CHEMBL126106,C1=CC=C(C=C1)CC(C2=CC=CC=C2)NC(=O)NCCCO
,,,,,,1.0,,,,,,,,,,,,,,,,,,,CHEMBL126163,COC(=O)C1=CC(=C(C=C1)NC(=O)NC2=CC=CC(=C2)C#N)CN3CCC(CC3)CC4=CC=C(C=C4)F
,,,,,,1.0,,,,,,,,,,,,,,,,,,,CHEMBL126174,C1CN(CCC1CC2=CC=CC=C2)CC3=C(C=C(C=C3)CO)NC(=O)NC4=CC=CC(=C4)C#N
,,,,,,1.0,,,,,,,,,,,,,,,,,,,CHEMBL126218,C1CN(CCC1CC2=CC=C(C=C2)F)CC3=C(C=CC=C3NC(=O)NC4=CC=CC=C4)CO
,,,,,,1.0,,,,,,,,,,,,,,,,,,,CHEMBL126220,COC1=CC=CC(=C1)NC(=O)NC2=C(C=C(C=C2)CO)CN3CCC(CC3)CC4=CC=C(C=C4)F
,,,,,,1.0,,,,,,,,,,,,,,,,,,,CHEMBL126520,COC1=CC=CC(=C1)NC(=O)NC2=C(C=C(C=C2)C(=O)OC)CN3CCC(CC3)CC4=CC=C(C=C4)F
,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,1.0,,,CHEMBL126657,COC1=C(C=CC(=C1)C=CC(=O)C2=CC=C(C=C2)Cl)O
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL1269386,CC1=C(C(=CC=C1)Cl)S(=O)(=O)C(=O)N2CC3CN(CC3C2)CCC(C4CCN(CC4)S(=O)(=O)C)C5=CC=CC=C5
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL1269387,CS(=O)(=O)N1CCC(CC1)C(CCN2CC3CN(CC3C2)C(=O)S(=O)(=O)C4=C(C=C(C=C4)C#N)Cl)C5=CC=CC=C5
,,1.0,,,,1.0,,,,,,,,,,,,,0.0,,,,,,CHEMBL126978,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(CNC(=O)NCCCCO)(C3=CC=CC=C3)C4=CC=CC=C4
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL1269884,CC1=C(C(=NC=N1)C)C(=O)N2CC3CN(CC3C2)CCC(C4CN(C4)C(=O)C5CCCC5)C6=CC=CC=C6
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL1270101,CC1=C(C(=NC=N1)C)C(=O)N2CC3CN(CC3C2)CCC(C4CN(C4)S(=O)(=O)C(C)C)C5=CC=CC=C5
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL1270209,CC1=C(C(=NC=N1)C)C(=O)N2CC3CN(CC3C2)CCC(C4CN(C4)S(=O)(=O)C5CC5)C6=CC=CC=C6
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL1270303,CC1=C(C(=NC=N1)C)C(=O)N2CC3CN(CC3C2)CCC(C4CN(C4)S(=O)(=O)C5CC5)C6=CC(=CC=C6)F
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL1270401,CC1=C(C(=NC=N1)C)C(=O)N2CC3CN(CC3C2)CCC(C4CN(C4)S(=O)(=O)C5CC5)C6=CC(=CC(=C6)F)F
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL1270493,CC1=C(C(=NC=N1)C)C(=O)N2CC3CN(CC3C2)CCC(C4CCN(CC4)CC(F)(F)F)C5=CC=CC=C5
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL1270594,CC1=C(C(=NC=N1)C)C(=O)N2CC3CN(CC3C2)CCC(C4CCN(CC4)CC(F)F)C5=CC=CC=C5
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL1270693,CC1=C(C(=NC=N1)C)C(=O)N2CC3CN(CC3C2)CCC(C4CCN(CC4)CC(F)F)C5=CC(=CC=C5)F
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL1270798,CC1=C(C(=NC=N1)C)C(=O)N2CC3CN(CC3C2)CCC(C4CCN(CC4)CC(F)F)C5=CC(=CC(=C5)F)F
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL1270900,CC1=C(C(=NC=N1)C)C(=O)N2CC3CN(CC3C2)CCC(C4CCN(CC4)C(=O)OC)C5=CC=CC=C5
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL1271000,CC1=C(C(=NC=N1)C)C(=O)N2CC3CN(CC3C2)CCC(C4CCN(CC4)S(=O)(=O)C(C)C)C5=CC=CC=C5
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL1271108,CC1=CC(=O)OC(=C1C(=O)N2CC3CN(CC3C2)CCC(C4CCN(CC4)S(=O)(=O)C)C5=CC=CC=C5)C
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL1271208,CC1=C(C(=NC(=C1)C#N)C)C(=O)N2CC3CN(CC3C2)CCC(C4CCN(CC4)S(=O)(=O)C)C5=CC=CC=C5
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL1271310,CC1=C(C(=NC=N1)C)C(=O)N2CC3CN(CC3C2)CCC(C4CCN(CC4)C(=O)CC(C)C)C5=CC=CC=C5
,,,,,,1.0,,,,,,,,,,,,,,,,,,,CHEMBL127281,CC(=O)C1=CC(=CC=C1)NC(=O)NC2=C(C=C(C=C2)C(=O)NC)CN3CCC(CC3)CC4=CC=C(C=C4)F
,,,,,,1.0,,,,,,,,,,,,,,,,,,,CHEMBL127395,C1CN(CCC1CC2=CC=CC=C2)CCCC(C#N)(C3=CC=CC=C3)C4=CC=CC=C4
,,,,,,1.0,,,,,,,,,,,,,,,,,,,CHEMBL127534,C1CN(CCC1CC2=CC=C(C=C2)F)CC3=C(C4=CC=CC=C4C=C3)NC(=O)NC5=CC=CC(=C5)C#N
,,,,,,1.0,,,,,,,,,,,,,,,,,,,CHEMBL127590,C1CN(CCC1CC2=CC=C(C=C2)F)CCC3=CC=CC=C3NC(=O)NC4=CC=C(C=C4)F
1.0,,,,,0.0,0.0,,,0.0,,,,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,,CHEMBL128,CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C
,,,,1.0,,,,,,,,,,,,,,,,,,,,,CHEMBL128640,C1=CC=C2C(=C1)C=C(N2S(=O)(=O)C3=CC(=C(C=C3)Cl)Cl)C(=O)O
,,,0.0,1.0,1.0,,,,,,,,,,0.0,,,0.0,,,,0.0,,,CHEMBL1288324,C1CC(CCC1C2=CC=CC=C2)N3CC(C(C3)OCC4=CC=CC=C4)NC(=O)CNC(=O)C5=CC(=CC=C5)C(F)(F)F
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL1288663,CC(C)(C)NS(=O)(=O)C1=C(C=C(C(=C1)C(=O)N2CCC(CC2)(CCN3CCC(CC3)N(C4=CC(=CC=C4)F)C(=O)NCC5=CC=C(C=C5)C#N)C6=CC(=CC=C6)F)Cl)F
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL1288872,CC(C)(C)NS(=O)(=O)C1=C(C=C(C(=C1)C(=O)N2CCC(CC2)(CCN3CCC(CC3)N(CC=C)C(=O)OCC4=CC=C(C=C4)[N+](=O)[O-])C5=CC(=CC=C5)F)Cl)F
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL1288873,CC(C)(C)NS(=O)(=O)C1=C(C=C(C(=C1)C(=O)N2CCC(CC2)(CCN3CCC(CC3)N(CC=C)C(=O)OCC4=CC=C(C=C4)C(F)(F)F)C5=CC(=CC=C5)F)Cl)F
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL1288874,CC(C)(C)NS(=O)(=O)C1=C(C=C(C(=C1)C(=O)N2CCC(CC2)(CCN3CCC(CC3)N(CC=C)C(=O)OCC4=CC=C(C=C4)F)C5=CC(=CC=C5)F)Cl)F
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL1288875,CC(C)(C)NS(=O)(=O)C1=C(C=C(C(=C1)C(=O)N2CCC(CC2)(CCN3CCC(CC3)N(CC=C)C(=O)OCC4=CC=C(C=C4)C(=O)OC)C5=CC(=CC=C5)F)Cl)F
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL1288876,CC(C)(C)NS(=O)(=O)C1=C(C=C(C(=C1)C(=O)N2CCC(CC2)(CCN3CCC(CC3)N(CC=C)C(=O)OCC4=CC=C(C=C4)S(=O)(=O)C)C5=CC(=CC=C5)F)Cl)F
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL1288877,CC(C)(C)NS(=O)(=O)C1=C(C=C(C(=C1)C(=O)N2CCC(CC2)(CCN3CCC(CC3)N(CC=C)C(=O)OCC4=CC=C(C=C4)C#N)C5=CC(=CC=C5)F)Cl)F
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL1288878,CC(C)(C)NS(=O)(=O)C1=C(C=C(C(=C1)C(=O)N2CCC(CC2)(CCN3CCC(CC3)N(CC=C)C(=O)OCC4=CC=C(C=C4)OC(F)(F)F)C5=CC(=CC=C5)F)Cl)F
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL1288879,CC(C)(C)NS(=O)(=O)C1=C(C=C(C(=C1)C(=O)N2CCC(CC2)(CCN3CCC(CC3)N(CC=C)C(=O)NC4=CC=C(C=C4)C(F)(F)F)C5=CC(=CC=C5)F)Cl)F
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL1288880,CC(C)(C)NS(=O)(=O)C1=C(C=C(C(=C1)C(=O)N2CCC(CC2)(CCN3CCC(CC3)N(CC=C)C(=O)NCC4=CC=C(C=C4)C(F)(F)F)C5=CC(=CC=C5)F)Cl)F
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL1288909,CC(C)(C)NS(=O)(=O)C1=C(C=C(C(=C1)C(=O)N2CCC(CC2)(CCN3CCC(CC3)N(CC=C)C(=O)NC4=CC=C(C=C4)F)C5=CC(=CC=C5)F)Cl)F
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL1288910,CC(C)(C)NS(=O)(=O)C1=C(C=C(C(=C1)C(=O)N2CCC(CC2)(CCN3CCC(CC3)N(CC=C)C(=O)NCC4=CC=C(C=C4)F)C5=CC(=CC=C5)F)Cl)F
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL1288911,CC(C)(C)NS(=O)(=O)C1=C(C=C(C(=C1)C(=O)N2CCC(CC2)(CCN3CCC(CC3)N(CC=C)C(=O)NC4=CC=C(C=C4)C#N)C5=CC(=CC=C5)F)Cl)F
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL1288912,CC(C)(C)NS(=O)(=O)C1=C(C=C(C(=C1)C(=O)N2CCC(CC2)(CCN3CCC(CC3)N(CC=C)C(=O)NCC4=CC=C(C=C4)C#N)C5=CC(=CC=C5)F)Cl)F
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL1288913,CC(C)(C)NS(=O)(=O)C1=C(C=C(C(=C1)C(=O)N2CCC(CC2)(CCN3CCC(CC3)N(CC=C)C(=O)NC4=CC=C(C=C4)S(=O)(=O)C)C5=CC(=CC=C5)F)Cl)F
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL1288914,CC(C)(C)NS(=O)(=O)C1=C(C=C(C(=C1)C(=O)N2CCC(CC2)(CCN3CCC(CC3)N(CC=C)C(=O)NCC4=CC=C(C=C4)C(=O)OC)C5=CC(=CC=C5)F)Cl)F
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL1288915,CC(C)(C)NS(=O)(=O)C1=C(C=C(C(=C1)C(=O)N2CCC(CC2)(CCN3CCC(CC3)N(CC=C)C(=O)NCC4=CC=C(C=C4)C(=O)N)C5=CC(=CC=C5)F)Cl)F
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL1288916,CC(=O)OC1=CC=C(C=C1)NC(=O)N(CC=C)C2CCN(CC2)CCC3(CCN(CC3)C(=O)C4=CC(=C(C=C4Cl)F)S(=O)(=O)NC(C)(C)C)C5=CC(=CC=C5)F
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL1288917,CC(C)(C)NS(=O)(=O)C1=C(C=C(C(=C1)C(=O)N2CCC(CC2)(CCN3CCC(CC3)N(CC=C)C(=O)CC4=CC=C(C=C4)C(F)(F)F)C5=CC(=CC=C5)F)Cl)F
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL1288918,CC(C)(C)NS(=O)(=O)C1=C(C=C(C(=C1)C(=O)N2CCC(CC2)(CCN3CCC(CC3)N(CC=C)C(=O)CC4=CC=C(C=C4)F)C5=CC(=CC=C5)F)Cl)F
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL1288919,CC(C)(C)NS(=O)(=O)C1=C(C=C(C(=C1)C(=O)N2CCC(CC2)(CCN3CCC(CC3)N(CC=C)C(=O)CC4=CC=C(C=C4)S(=O)(=O)C)C5=CC(=CC=C5)F)Cl)F
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL1288920,CC(C)(C)NS(=O)(=O)C1=C(C=C(C(=C1)C(=O)N2CCC(CC2)(CCN3CCC(CC3)N(CC=C)C(=O)CC4=CC=C(C=C4)OC(F)(F)F)C5=CC(=CC=C5)F)Cl)F
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL1288921,CC(C)(C)NS(=O)(=O)C1=C(C=C(C(=C1)C(=O)N2CCC(CC2)(CCN3CCC(CC3)N(CC=C)C(=O)CC4=CC=C(C=C4)C(=O)N)C5=CC(=CC=C5)F)Cl)F
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL1288922,CNS(=O)(=O)C1=C(C=C(C(=C1)C(=O)N2CCC(CC2)(CCN3CCC(CC3)N(CC=C)C(=O)CCC4=CC=C(C=C4)OC(F)(F)F)C5=CC(=CC=C5)F)Cl)F
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL1288923,CNS(=O)(=O)C1=C(C=C(C(=C1)C(=O)N2CCC(CC2)(CCN3CCC(CC3)N(CC=C)C(=O)CCC4=CC=C(C=C4)C#N)C5=CC(=CC=C5)F)Cl)F
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL1288924,CCCCN(C1CCN(CC1)CCC2(CCN(CC2)C(=O)C3=CC(=C(C=C3Cl)F)S(=O)(=O)NC(C)(C)C)C4=CC(=CC=C4)F)C(=O)NCC5=CC=C(C=C5)C#N
,,,,1.0,1.0,,,,0.0,,,,,,,0.0,,,,,,0.0,,,CHEMBL1289083,CCOC1CN(CC1NC(=O)CNC(=O)C2=CC(=CC=C2)C(F)(F)F)C3CCC(CC3)(C4=CC=CC=C4)O
,,,,1.0,1.0,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,,CHEMBL1289203,CCOC1CN(CC1NC(=O)CNC(=O)C2=CC(=CC=C2)C(F)(F)F)C3CCC(CC3)(C4=CC=C(C=C4)C)O
,,0.0,,1.0,1.0,0.0,,,,,,0.0,,,,,,,,,,,,0.0,CHEMBL1289316,CCOC1CN(CC1NC(=O)CNC(=O)C2=CC(=CC=C2)C(F)(F)F)C3CCC(CC3)(C4=CC5=C(C=C4)OCO5)O
,,,,1.0,,,,,,,,,,,,,,,,,,,,,CHEMBL1290186,C1CC(CC1C2=CC=CC=C2)N3CC(C(C3)O)NC(=O)CNC(=O)C4=CC(=CC=C4)C(F)(F)F
,,,,1.0,1.0,,,,0.0,,,0.0,,,,,0.0,,,,,,,,CHEMBL1290412,C1CC(CCC1C2=CC=CC=C2)N3CC(C(C3)O)NC(=O)CNC(=O)C4=CC(=CC=C4)C(F)(F)F
,,,,1.0,,,,,,,,,,,,,,,,,,,,,CHEMBL1290522,C1CN(CCC1N2CC(C(C2)O)NC(=O)CNC(=O)C3=CC(=CC=C3)C(F)(F)F)C4=CC=CC=C4
,,,,1.0,1.0,,,,,,,,,,,,0.0,,0.0,,,,,,CHEMBL1290636,CCOC1CN(CC1NC(=O)CNC(=O)C2=CC(=CC=C2)C(F)(F)F)C3CCC(CC3)C4=CC=CC=C4
,,,,1.0,1.0,0.0,,,,,,,,,,0.0,,,,,,0.0,0.0,,CHEMBL1290637,CCCOC1CN(CC1NC(=O)CNC(=O)C2=CC(=CC=C2)C(F)(F)F)C3CCC(CC3)C4=CC=CC=C4
,,,,1.0,1.0,0.0,,,0.0,,,0.0,0.0,,0.0,,,0.0,,,,,0.0,0.0,CHEMBL1290754,CCCCOC1CN(CC1NC(=O)CNC(=O)C2=CC(=CC=C2)C(F)(F)F)C3CCC(CC3)C4=CC=CC=C4
,,,,1.0,,,,,,,,,,,,,,,,,,,,,CHEMBL129833,COC1=CC2=C(C=C1)C=C(N2CC3=CC(=C(C=C3)Cl)Cl)C(=O)O
,,,,1.0,,,,,,,,,,,,,,,,,,,,,CHEMBL129881,COC1=CC=CC2=C1C=C(N2CC3=CC(=C(C=C3)Cl)Cl)C(=O)O
,,,,1.0,,,,,,,,,,,,,,,,,,,,,CHEMBL129958,C1=CC=C2C(=C1)C=C(N2CC3=CC(=CC=C3)Cl)C(=O)O
,,,,1.0,,,,,,,,,,,,,,,,,,,,,CHEMBL130008,C1=CC2=C(C=C(N2CC3=CC(=C(C=C3)Cl)Cl)C(=O)O)C(=C1)F
,,,,1.0,,,,,,,,,,,,,,,,,,,,,CHEMBL130065,C1=CC(=C(C=C1CN2C(=CC3=C2C=C(C=C3)N)C(=O)O)Cl)Cl
,,,,0.0,,,,,,0.0,,1.0,0.0,,,,,,,,,,,,CHEMBL1300729,COC1=CC=CC(=C1)C2=NN=C(O2)NC(=O)C3=CC=C(S3)Cl
,,,,1.0,,,,,,,,,,,,,,,,,,,,,CHEMBL130318,C1=CC=C(C=C1)S(=O)(=O)NC(=O)C2=CC3=CC=CC=C3N2CC4=CC(=C(C=C4)Cl)Cl
,,,,0.0,,0.0,,,,,,1.0,,,,,,,,,,,,,CHEMBL1303373,C1=CC(=CC(=C1)[N+](=O)[O-])C=C(C#N)C(=O)NCC2=CC=C(C=C2)Cl
,,,,0.0,,,,,,0.0,,1.0,0.0,,,,,,,,,,,,CHEMBL1303508,C1=CC=C(C=C1)C2=C(C3=CC=CC=C3N2)C=C4C(=O)NC(=S)S4
,,,,1.0,,,,,,,,,,,,,,,,,,,,,CHEMBL130403,CC1=C(C=C(C=C1)CN2C3=C(C=C(C=C3)Cl)C=C2C(=O)O)Cl
,,,,1.0,,,,,,,,,,,,,,,,,,,,,CHEMBL130467,C1=CC2=C(C(=C1)Cl)N(C(=C2)C(=O)O)CC3=CC(=C(C=C3)Cl)Cl
,,,,1.0,,,,,,,,,,,,,,,,,,,,,CHEMBL130598,C1=CC(=C(C=C1CN2C3=C(C=C(C=C3)N)C=C2C(=O)O)Cl)Cl
,,,,1.0,,,,,,,,,,,,,,,,,,,,,CHEMBL130608,C1=CC(=C(C=C1CN2C(=CC3=C2C=C(C=C3)Cl)C(=O)O)Cl)Cl
,,,,,,,,,,,,1.0,,,,,,,,,,,,,CHEMBL1306900,CN(C)CCCN(C1=NC2=C(C=CC=C2S1)OC)C(=O)CCS(=O)(=O)C3=CC=CC=C3
,,,,1.0,,,,,,,,,,,,,,,,,,,,,CHEMBL130724,C1=CC(=C2C=C(N(C2=C1)CC3=CC(=C(C=C3)Cl)Cl)C(=O)O)C(F)(F)F
,,,,1.0,,,,,,,,,,,,,,,,,,,,,CHEMBL130936,C1=CC(=C(C=C1CN2C3=C(C=C(C=C3)[N+](=O)[O-])C=C2C(=O)O)Cl)Cl
,,,,1.0,,,,,,,,,,,,,,,,,,,,,CHEMBL130937,C1=CC2=C(C=C(N2CC3=CC(=C(C=C3)Cl)Cl)C(=O)O)C(=C1)[N+](=O)[O-]
,,,,1.0,,,,,,,,,,,,,,,,,,,,,CHEMBL130947,C1=CC=C2C(=C1)C=C(N2CC3=CC(=C(C=C3)Cl)Cl)C(=O)NS(=O)(=O)C(F)(F)F
,,0.0,,0.0,,,,,,,,1.0,,0.0,0.0,0.0,,,0.0,,,,1.0,0.0,CHEMBL1309871,C1=CC=C(C=C1)C2=NN(C(=C2)C(=O)NNC(=O)C3=CC=CC=C3)C4=CC=CC=C4
,,,,,,,,,,0.0,,1.0,0.0,,,,,,,,,,,,CHEMBL1309890,CC1=CC=C(C=C1)C(C2=CC(=C3C=CC=NC3=C2O)[N+](=O)[O-])NC(=O)C
,,,,0.0,,0.0,,,,,,1.0,,,,,,,,,,,,,CHEMBL1310449,CC1C(=O)N(C(=N)S1)C2=NC=C(S2)CC3=CC=C(C=C3)C
,,,,1.0,,,,,,,,,,,,,,,,,,,,,CHEMBL131065,C1=CC=C2C(=C1)C(=C(N2CC3=CC(=C(C=C3)Cl)Cl)C(=O)O)Cl
,,,,0.0,,0.0,,,,,,1.0,,,,,,,,,,,,,CHEMBL1310804,C1=CC=C(C(=C1)C(=O)NC2=CC=CC=C2Cl)OC3=C(C=C(C=C3)C(F)(F)F)[N+](=O)[O-]
,,,,1.0,,,,,,,,,,,,,,,,,,,,,CHEMBL131087,C1=CC=C2C(=C1)C=C(N2CC3=CC(=C(C=C3)Cl)Cl)C4=NNN=N4
,,,,,,,,,,0.0,,1.0,0.0,,,,,,,,,,,,CHEMBL1312308,CCCC(=O)N1C2=CC=CC=C2C(=C3SC(=C(S3)C(=O)OC)C(=O)OC)C(=S)C1(C)C
,,,,1.0,,,,,,,,,,,,,,,,,,,,,CHEMBL131243,CC1=CC=C(C=C1)C2=CC3=C(CCCC(=C3)C(=O)NC4=CC=C(C=C4)CN(C)C5CCOCC5)C=C2
,,,,,,,,,,0.0,,1.0,0.0,,,,,,,,,,,,CHEMBL1312969,CC1=CC=C(C=C1)C(C2=CC(=C3C=CC=NC3=C2O)[N+](=O)[O-])NC(=O)C(C)C
,,,,1.0,,,,,,,,,,,,,,,,,,,,,CHEMBL131493,C1=CC=C2C(=C1)C=C(N2CC3=CC(=C(C=C3)Cl)Cl)C(=O)N
,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,CHEMBL1318103,C1=CC2=C3C(=C1)NC(=NC3=CC=C2)C(F)(F)F
,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,CHEMBL1318358,C1=CC=C2C(=C1)C(=C3C(=O)N(C(=S)S3)CCS(=O)(=O)O)C(=O)N2CC(=O)NC4=CC=CC(=C4)C(F)(F)F
,,,,0.0,,,,,,,,1.0,,,,,,,,,,,,,CHEMBL1318526,CC1=CC(=NNC2=NC=CS2)C(=O)C=C1
,,,,1.0,,,,,,,,,,,,,,,,,,,,,CHEMBL131885,CS(=O)(=O)C1=CC2=C(C=C1)N(C(=C2)C(=O)O)CC3=CC(=C(C=C3)Cl)Cl
,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,CHEMBL1321614,CCN(CC)CCNC(=S)NC(=O)C1=CN(N=C1C2=CC=C(C=C2)OC)C3=CC=CC=C3
,,,,0.0,,0.0,,,,0.0,,1.0,,,,,,,,,,,,,CHEMBL1323821,CC1=CC=C(C=C1)OC2=C(C=C(C=C2C(=O)N)[N+](=O)[O-])[N+](=O)[O-]
,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,CHEMBL1324005,CC1C(=O)N(C(=N)S1)C2=NC=C(S2)CC3=CC=CC(=C3)C
,,,,1.0,,,,,,,,,,,,,,,,,,,,,CHEMBL132584,C1=CC2=C(C(=C1)[N+](=O)[O-])N(C(=C2)C(=O)O)CC3=CC(=C(C=C3)Cl)Cl
,,,,1.0,,,,,,,,,,,,,,,,,,,,,CHEMBL132662,COC1=CC=CC2=C1N(C(=C2)C(=O)O)CC3=CC(=C(C=C3)Cl)Cl
,,,,1.0,,,,,,,,,,,,,,,,,,,,,CHEMBL132664,C1=CC=C2C(=C1)C=C(N2CC3=CC(=C(C=C3)Cl)Cl)C(=O)O
,,,,1.0,,,,,,,,,,,,,,,,,,,,,CHEMBL132725,C1=CC=C2C(=C1)C=C(N2CC3=CC=C(C=C3)Cl)C(=O)O
