5ht1d_rat,ackr3_human,ccr1_human,ccr1_mouse,ccr2_human,ccr2_mouse,ccr3_human,ccr3_mouse,ccr3_rat,ccr4_human,ccr5_human,ccr5_mouse,ccr6_human,ccr8_human,ccr9_human,ccrl2_human,cx3c1_human,cxcr1_human,cxcr2_human,cxcr3_human,cxcr3_mouse,cxcr3_rat,cxcr4_human,cxcr5_human,q9jly8_rat,ChEMBL_ID,Smiles
,,,,,,1.0,,,,,,,,,,,,,,,,,,,CHEMBL297945,C1CN(CC2C1N3CCC4=C3C2=CC=C4)CCCNC(=O)NC5=CC(=CC=C5)I
,,,,1.0,,,,,,,,,,,,,,,,,,,,,CHEMBL297950,C1CN(CCC1C2=CNC3=CC=CC=C32)CCCNC(=O)C=CC4=CC(=C(C=C4)Cl)Cl
,,,,,,,,,1.0,,,,0.0,,,,,,,,,,,,CHEMBL298035,CC(C1=CC=CC=C1)NC(=O)CC2C(=O)N(C(S2)C3=C(C=C(C=C3)Cl)Cl)CC(=O)NCCCN4CCOCC4
,,,,,,,,,1.0,,,,0.0,,,,,,,,,,,,CHEMBL298230,C1COCCN1CCCNC(=O)CN2C(SC(C2=O)CC(=O)NCC3=CC=CC4=CC=CC=C43)C5=C(C=C(C=C5)Cl)Cl
,,,,,,1.0,,,,,,,,,,,,,,,,,,,CHEMBL298414,COC1=CC=CC(=C1)NC(=O)N2CCC(C2)CN3CCC(CC3)CC4=CC=C(C=C4)F
,,,0.0,,,,,,1.0,,,,,,,,,,,,,,,,CHEMBL298454,C1CCN(CC1)CCCNC(=O)CN2C(SC(C2=O)CC(=O)NCC3=CC=CC4=CC=CC=C43)C5=C(C=C(C=C5)Cl)Cl
,,,,,,1.0,,,,,,,,,,,,,,,,,,,CHEMBL298505,COC1=CC=CC(=C1)NC(=O)N2CCOC(C2)CN3CCC(CC3)CC4=CC=C(C=C4)F
,,,,1.0,,,,,,,,,,,,,,,,,,,,,CHEMBL298562,CS(=O)(=O)NC1=CC2=C(C=C1)NC=C2C3CCN(CC3)CCCCCNC(=O)C=CC4=CC(=C(C=C4)Cl)Cl
,,,,,,1.0,,,,,,,,,,,,,,,,,,,CHEMBL298681,C1CN(CCC1CC2=CC=CC=C2)CCCCCNC(=O)NC3=CC=CC(=C3)C#N
,,,,,,1.0,,,,,,,,,,,,,,,,,,,CHEMBL298999,CC(=O)C1=CC(=CC=C1)NC(=O)NCCCN2CCC(CC2CC3=CC=CC=C3)CC4=CC=CC=C4
,,,,1.0,,,,,,,,,,,,,,,,,,,,,CHEMBL299153,C1CN(CCC1C2=CNC3=CC=CC=C32)CCCCCNC(=O)C=CC4=CC(=C(C=C4)Cl)Cl
,,,,,,1.0,,,,,,,,,,,,,,,,,,,CHEMBL299170,C1CN(CCC1CC2=CC=C(C=C2)F)CCCNC(=O)NC3=CC=C(C=C3)[N+](=O)[O-]
,,,,,,1.0,,,,,,,,,,,,,,,,,,,CHEMBL299226,CC(C)(C)C(=O)NCCCCN1CCC2C(C1)C3=CC=CC4=C3N2CC4
,,,,1.0,,,,,,,,,,,,,,,,,,,,,CHEMBL299322,C1CN(CCC1C2=CNC3=CC=CC=C32)CCCCCNC(=O)C=CC4=CC=C(C=C4)I
,,,,1.0,,,,,,,,,,,,,,,,,,,,,CHEMBL299379,CC(=O)NC1=CC=C(C=C1)C=CC(=O)NCCCCCN2CCC(CC2)C3=CNC4=CC=CC=C43
,,,,,,1.0,,,,,,,,,,,,,,,,,,,CHEMBL299385,C1CN(CCC1CC2=CC=C(C=C2)F)CCCNC(=O)NC3=CC=CC=C3C(F)(F)F
,,,,1.0,,,,,,,,,,,,,,,,,,,,,CHEMBL299855,C1CN(CCC1C2=CNC3=CC=CC=C32)CCCCCNC(=O)C=CC4=CC=C(C=C4)Cl
,,,,1.0,,,,,,,,,,,,,,,,,,,,,CHEMBL300025,C1CN(CCC1C2=CNC3=CC=CC=C32)CCCCCNC(=O)NC4=CC(=C(C=C4)Cl)Cl
,,,,1.0,,,,,,,,,,,,,,,,,,,,,CHEMBL300455,CC1=C(C2=C(N1)C=CC(=C2)O)C3CCN(CC3)CCCCCNC(=O)C=CC4=CC(=C(C=C4)Cl)Cl
,,,,,,1.0,,,,,,,,,,,,,,,,,,,CHEMBL300472,C1CN(CC2C1N3CCC4=C3C2=CC=C4)CCCNC(=O)NC5=CC=CC(=C5)C#N
,,,,,,1.0,,,,,,,,,,,,,,,,,,,CHEMBL300699,CCCCC(C1CC(CCN1CCCNC(=O)NC2=CC=CC(=C2)C(=O)C)CC3=CC=C(C=C3)F)O
,,,,,,1.0,,,,,,,,,,,,,,,,,,,CHEMBL300726,COC1=CC=CC(=C1)NC(=O)N2CCCC(C2)CN3CCC(CC3)CC4=CC=CC=C4
,,,,1.0,,,,,,,,,,,,,,,,,,,,,CHEMBL300744,C1CN(CCC1C2=CNC3=CC=CC=C32)CCCCCNC(=O)CCC4=CC(=C(C=C4)Cl)Cl
,,,,,,1.0,,,,,,,,,,,,,,,,,,,CHEMBL300905,C1CN(CC2C1N3CCC4=C3C2=CC=C4)CCCC5=CC=C(C=C5)F
,,,,,,1.0,,,,,,,,,,,,,,,,,,,CHEMBL301332,C1CN(CC2C1N3CCC4=C3C2=CC=C4)CCNC(=O)C5=CC=C(C=C5)F
,,,,,,,,,,,,,,,,,,1.0,,,,,,,CHEMBL301424,C1=CC=C(C=C1)S(=O)(=O)C2=[N+](C=C(C=C2)C(=O)NC3=CC=C(C=C3)F)[O-]
,,,0.0,,,0.0,,0.0,,1.0,,0.0,0.0,,0.0,,,,,,0.0,,,,CHEMBL301454,CC1=C(C(=CC=C1)C)C(=O)N2CCC(CC2)(C)N3CCC(CC3)N(CC4=CC=CC=C4)C5=CC=CC=C5
,,,,,,1.0,,,,,,,,,,,,,,,,,,,CHEMBL301503,C1CN(CCC1CC2=CC=C(C=C2)F)CCCNC(=O)NC34CC5CC(C3)CC(C5)C4
,,,,,,1.0,,,,,,,,,,,,,,,,,,,CHEMBL301601,CC(C1CC(CCN1CCCNC(=O)NC2=CC=CC(=C2)C(=O)C)CC3=CC=CC=C3)O
,,,,,,1.0,,,,,,,,,,,,,,,,,,,CHEMBL301974,CS(=O)(=O)C1=CC=CC(=C1)NC(=O)NCCCN2CCC(CC2)CC3=CC=C(C=C3)F
,,1.0,,,,,,,,,,,,,,,,,0.0,,,,,,CHEMBL302038,CC1(CC(CC(C1)(C)C)C(CC(C(CC2=CC=CC=C2)NC(=O)C3=NC4=CC=CC=C4N=C3)O)C(=O)N)C
,,1.0,,,,,,,,,,,,,,,,,,,,,,,CHEMBL302320,C1CC(CCC1(C(CC(C(CC2=CC=CC=C2)NC(=O)C3=NC4=CC=CC=C4N=C3)O)C(=O)N)O)(F)F
,,1.0,,,,,,,,,,0.0,,,,,,,,,,,,,CHEMBL302328,CC(C)CC(CC(C(CC1=CC=CC=C1)NC(=O)C2=NC=CC3=CC=CC=C32)O)C(=O)NC
,,1.0,,,,,,,,,,,,,,,,,,,,,,,CHEMBL302533,C1CC(CCC1C(CC(C(CC2=CC=CC=C2)NC(=O)C3=NC4=CC=CC=C4N=C3)O)C(=O)N)(F)F
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL303503,CC1CN(CCN1C(C)C2=CC=C(C=C2)S(=O)(=O)C3=CC4=C(C=C3)OCO4)C5CCN(CC5)C(=O)C6=C(C=CC=C6Cl)Cl
,,1.0,,,,,,,,,,,,,,,,,,,,,,,CHEMBL303673,C1CC(CCC1C(CC(C(CC2=CC=CC=C2)NC(=O)C3=NC4=CC=CC=C4N=C3)O)C(=O)NO)(F)F
,,,,,,,,,,,,0.0,,,,,0.0,,0.0,,,1.0,,,CHEMBL3038227,CC(C(=O)NC(CCCN=C(N)N)C(=O)NC(CC1=CC2=CC=CC=C2C=C1)C(=O)NC3CSSCC(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C4CCCN4C(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC3=O)CC5=CC=C(C=C5)O)CCCN=C(N)N)CCCCN)CCCCN)CC6=CC=C(C=C6)O)CCCN=C(N)N)CCCNC(=O)N)C(=O)NC(CCCN=C(N)N)C(=O)O)N
,,,,0.0,,,,,,,,0.0,,,,,0.0,0.0,0.0,,,1.0,,,CHEMBL3038228,CC(C(=O)O)NC(=O)C1CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2CCCC2C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCNC(=O)N)CCCN=C(N)N)CC3=CC=C(C=C3)O)CCCCN)CCCCN)CCCN=C(N)N)CC4=CC=C(C=C4)O)NC(=O)C(CC5=CC6=CC=CC=C6C=C5)NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCN=C(N)N)N
,,1.0,,,,,,,,,,,,,,,,,0.0,,,,,,CHEMBL303947,CC(C)CC(CC(C(CC1=CC=CC=C1)NC(=O)C2=CC=NC3=CC=CC=C23)O)C(=O)NC
,,1.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,,CHEMBL304053,CC(C)(CCC(CC(C(CC1=CC=CC=C1F)NC(=O)C2=NC3=CC=CC=C3N=C2)O)C(=O)N)O
,,1.0,,,,,,,,,,,,,,,,,0.0,,,,,,CHEMBL304358,CC(C)CCC(CC(C(CC1=CC=CC=C1)NC(=O)C2=NC3=CC=CC=C3N=C2)O)C(=O)N
,,1.0,,,,,,,,,,,,,,,,,0.0,,,,,,CHEMBL304845,CC(C)CCC(CC(C(CC1=CC=CC=C1)NC(=O)C2=NC3=CC=CC=C3N=C2)O)C(=O)NC
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL305026,CC1CN(CCN1C(C)C2=CC=C(C=C2)S(=O)(=O)C3=CC4=C(C=C3)OCO4)C5CCN(CC5)C(=O)C6=C(C=CC=C6C)C
,,1.0,,,,,,,,,,0.0,,,,,,,,,,,,,CHEMBL305420,CC(C)CC(CC(C(CC1=CC=CC=C1)NC(=O)C2=CC3=CC=CC=C3NC2=O)O)C(=O)NC
,,1.0,,,,,,,,,,0.0,,,,,,,,,,,,,CHEMBL305423,CC(C)(CCC(CC(C(CC1=CC=CC=C1)NC(=O)C2=NC3=CC=CC=C3N=C2)O)C(=O)NO)F
,,,,1.0,,,,,,,,,,,,,,,,,,,,,CHEMBL305470,C1CC2CC(CC1N2CCCCCNC(=O)C=CC3=CC(=C(C=C3)Cl)Cl)C4=CNC5=C4C=C(C=C5)O
,,1.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,,CHEMBL306457,C1CCC(CC1)(C(CC(C(CC2=CC=CC=C2)NC(=O)C3=NC4=CC=CC=C4N=C3)O)C(=O)N)O
,,1.0,,,,,,,,,,0.0,,,,,,,,,,,,,CHEMBL306683,CC(C)CC(CC(C(CC1=CC=CC=C1)NC(=O)C2=CC3=CC=CC=C3C=C2)O)C(=O)NC
,,1.0,,,,,,,,,,,,,,,,,,,,,,,CHEMBL306685,C1CCC(C1)CC(CC(C(CC2=CC=CC=C2)NC(=O)C3=NC4=CC=CC=C4N=C3)O)C(=O)N
,,1.0,,,,,,,,,,,,,,,,,,,,,,,CHEMBL307535,CC(C)CC(CC(C(CC1=CC=C(C=C1)F)NC(=O)C2=NC3=CC=CC=C3N=C2)O)C(=O)NC
,,1.0,,,,,,,,,,0.0,,,,,,,,,,,,,CHEMBL308209,CC(C)CC(CC(C(CC1=CC=C(C=C1)O)NC(=O)C2=NC3=CC=CC=C3N=C2)O)C(=O)NC
,,1.0,,,,,,,,,,0.0,,,,,,,,,,,,,CHEMBL308243,CC(C)CC(CC(C(CC1CCCCC1)NC(=O)C2=CC3=CC=CC=C3N=C2)O)C(=O)NC
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL3084488,CC1=NC2=CC=CC=C2N1C3CC4CCC(C3)N4CCCC5(CCN(CC5)C(=O)OC(C)(C)C)C6=CC(=C(C=C6)Cl)Cl
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL3084489,CC1=NC2=CC=CC=C2N1C3CC4CCC(C3)N4CCCC5(CCN(CC5)C(=O)C6=CC=CO6)C7=CC=CC=C7
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL3084490,CC1=NC2=CC=CC=C2N1C3CC4CCC(C3)N4CCCC5(CCN(CC5)C(=O)C6=CC=CC=C6)C7=CC=CC=C7
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL3084491,CC1=NC2=CC=CC=C2N1C3CC4CCC(C3)N4CCC5(CCN(CC5)C(=O)OC(C)(C)C)C6=CC=CC=C6
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL3084492,CC1=NC2=CC=CC=C2N1C3CC4CCC(C3)N4CCC5(CCN(CC5)C(=O)C6=CC=CC=C6)C7=CC=CC=C7
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL3084493,CC1=NC2=CC=CC=C2N1C3CC4CCC(C3)N4CCC5(CCN(CC5)C(=O)OCC6=CC=CC=C6)C7=CC=CC=C7
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL3084494,CC1=NC2=CC=CC=C2N1C3CC4CCC(C3)N4CCC5(CCN(CC5)C(=O)C6CCCC6)C7=CC=CC=C7
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL3084495,CC1=NC2=CC=CC=C2N1C3CC4CCC(C3)N4CCC5(CCN(CC5)C(=O)C6=CC=CC=C6)C7=CC(=C(C=C7)Cl)Cl
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL3084496,CC1=NC2=CC=CC=C2N1C3CC4CCC(C3)N4CCC5(CCN(CC5)C(=O)C6=CC=CC=C6)C7=CC(=CC=C7)Cl
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL3084497,CC1=NC2=CC=CC=C2N1C3CC4CCC(C3)N4CCC5(CCN(CC5)C(=O)C(C)(C)C)C6=CC(=C(C=C6)Cl)Cl
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL3084498,CC1=NC2=CC=CC=C2N1C3CC4CCC(C3)N4CCC5(CCN(CC5)C(=O)OC(C)(C)C)C6=CC(=C(C=C6)Cl)Cl
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL3084499,CC1=NC2=CC=CC=C2N1C3CC4CCC(C3)N4CCC5(CCN(CC5)C(=O)C(C)(C)C)C6=CC(=CC=C6)Cl
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL3084500,CC1=NC2=CC=CC=C2N1C3CC4CCC(C3)N4CCC5(CCN(CC5)C(=O)OC(C)(C)C)C6=CC(=CC=C6)Cl
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL3084501,CC1=NC2=CC=CC=C2N1C3CC4CCC(C3)N4CCC5(CCN(C5)C(=O)OC(C)(C)C)C6=CC(=C(C=C6)Cl)Cl
,,,,,,1.0,,,,,,,,,,,,,,,,,,,CHEMBL3084563,C1CC2CC(CC1N2CC3=CC4=C(C=C3)C=C(C=C4)F)NC(=O)C5=CC=CC=C5C6=CC=NC=C6
,,,,,,1.0,,,,,,,,,,,,,,,,,,,CHEMBL3084564,C1CC2CC(CC1N2CC3=CC4=C(C=C3)C=C(C=C4)F)NC(=O)C5=CC=CC=C5C6=CN=CC=C6
,,,,,,1.0,,,,,,,,,,,,,,,,,,,CHEMBL3084565,C1CC2CC(CC1N2CC3=CC4=C(C=C3)C=C(C=C4)F)NC(=O)C5=CC=CC=C5C6=NC=CS6
,,,,,,1.0,,,,,,,,,,,,,,,,,,,CHEMBL3084566,C1CC2CC(CC1N2CC3=CC4=C(C=C3)C=C(C=C4)F)NC(=O)C5=CC=CC=C5N6C=CC=C6
,,,,,,1.0,,,,,,,,,,,,,,,,,,,CHEMBL3084567,C1CCN(CC1)C(=O)C2=CC=CC=C2C(=O)NC3CC4CCC(C3)N4CC5=CC6=C(C=C5)C=C(C=C6)F
,,,,,,1.0,,,,,,,,,,,,,,,,,,,CHEMBL3084568,CN1CCN(CC1)C(=O)C2=CC=CC=C2C(=O)NC3CC4CCC(C3)N4CC5=CC6=C(C=C5)C=C(C=C6)F
,,,,,,1.0,,,,,,,,,,,,,,,,,,,CHEMBL3084569,C1CC2CC(CC1N2CC3=CC4=C(C=C3)C=C(C=C4)F)NC(=O)C5=CC=CC=C5C(=O)N6CCOCC6
,,,,,,1.0,,,,,,,,,,,,,,,,,,,CHEMBL3084570,C1CCN(CC1)C(=O)C2=C(C=CC=N2)C(=O)NC3CC4CCC(C3)N4CC5=CC6=C(C=C5)C=C(C=C6)F
,,,,,,1.0,,,,,,,,,,,,,,,,,,,CHEMBL3084571,C1CCN(CC1)C(=O)C2=C(C=CN=C2)C(=O)NC3CC4CCC(C3)N4CC5=CC6=C(C=C5)C=C(C=C6)F
,,,,,,1.0,,,,,,,,,,,,,,,,,,,CHEMBL3084572,C1CCN(CC1)C(=O)C2=C(C=NC=C2)C(=O)NC3CC4CCC(C3)N4CC5=CC6=C(C=C5)C=C(C=C6)F
,,,,,,1.0,,,,,,,,,,,,,,,,,,,CHEMBL3084573,C1CC2CC(CC1N2CC3=CC4=C(C=C3)C=C(C=C4)F)NC(=O)C5=CC=CC=C5C6=CC=CC=N6
,,,,,,1.0,,,,,,,,,,,,,,,,,,,CHEMBL3084574,C1CC2CC(CC1N2CC3=CC4=C(C=C3)C=C(C=C4)F)NC(=O)C5=CC=CC=C5N6C=CN=C6
,,,,,,1.0,,,,,,,,,,,,,,,,,,,CHEMBL3084575,C1CCC(CC1)OC2=CC=CC=C2C(=O)NC3CC4CCC(C3)N4CC5=CC6=C(C=C5)C=C(C=C6)F
,,,,,,1.0,,,,,,,,,,,,,,,,,,,CHEMBL3084576,C1CCN(CC1)C2=CC=CC=C2C(=O)NC3CC4CCC(C3)N4CC5=CC6=C(C=C5)C=C(C=C6)F
,,,,,,1.0,,,,,,,,,,,,,,,,,,,CHEMBL3084577,CN(C1CCCCC1)C(=O)C2=CC=CC=C2C(=O)NC3CC4CCC(C3)N4CC5=CC6=C(C=C5)C=C(C=C6)F
,,,,,,1.0,,,,,,,,,,,,,,,,,,,CHEMBL3084578,C1CCN(C1)C(=O)C2=CC=CC=C2C(=O)NC3CC4CCC(C3)N4CC5=CC6=C(C=C5)C=C(C=C6)F
,,,,,,1.0,,,,,,,,,,,,,,,,,,,CHEMBL3084579,C1CCCN(CC1)C(=O)C2=CC=CC=C2C(=O)NC3CC4CCC(C3)N4CC5=CC6=C(C=C5)C=C(C=C6)F
,,,,,,1.0,,,,,,,,,,,,,,,,,,,CHEMBL3084580,C1CCN(CC1)C(=O)C2=C(N=CC=C2)C(=O)NC3CC4CCC(C3)N4CC5=CC6=C(C=C5)C=C(C=C6)F
,,,,,,1.0,,,,,,,,,,,,,,,,,,,CHEMBL3084581,C1CCN(CC1)C(=O)C2=C(C=C[N+](=C2)[O-])C(=O)NC3CC4CCC(C3)N4CC5=CC6=C(C=C5)C=C(C=C6)F
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL3084729,CC1=NC2=C(N1C3CC4CCC(C3)N4CCC(C5=CC=CC=C5)C(=O)OC)N=CC=C2
,,1.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,,CHEMBL308473,CC(C)(CCC(CC(C(CC1=CC(=CC=C1)F)NC(=O)C2=NC3=CC=CC=C3N=C2)O)C(=O)N)O
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL3084731,CC1=NC2=C(N1C3CC4CCC(C3)N4CCC(C5=CC=CC=C5)C(=O)NCC6=CC=C(C=C6)F)N=CC=C2
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL3084746,CC1=NC2=C(N1C3CC4CCC(C3)N4CCC(C5=CC=CC6=CC=CC=C65)NC(=O)C7=CC=C(C=C7)F)N=CC=C2
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL3084747,CC1=NN=C(N1C2CC3CCC(C2)N3CCC(C4=CC=C(C=C4)C(F)(F)F)NC(=O)COC5=CC=CC=C5)C(C)C
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL3085107,CC1=NN(C(=N1)C(C)C)C2CC3CCC(C2)N3CCC(C4=CC=CC=C4)NC(=O)C5CCC(CC5)(F)F
,,,,,,1.0,,,,,,,,,,,,,,,,,,,CHEMBL3085118,CC(=O)C1=CC(=CC=C1)NC(=O)NCCCN2C3CCC2CC(C3)CC4=CC=C(C=C4)F
,,,,,,1.0,,,,,,,,,,,,,,,,,,,CHEMBL3085295,CN1C(=NN=N1)C2=CC(=CC=C2)NC(=O)NCC3CCCN(C3)CCCCC4=CC=C(C=C4)F
,,,,,,1.0,,,,,,,,,,,,,,,,,,,CHEMBL3085296,CN1C(=NN=N1)C2=CC(=CC=C2)NC(=O)NCC3CCCN(C3)CC4=CC=C(C=C4)F
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL3085305,CCCCOCCOC1=CC=C(C=C1)C2=CC3=C(C=C2)N(CCCCCC(=C3)C(=O)NC4=CC=C(C=C4)S(=O)CC5=CN=CN5CCC)CC(C)C
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL3085307,CCCCOCCOC1=CC=C(C=C1)C2=CC3=C(C=C2)N(CCCC(=C3)C(=O)NC4=CC=C(C=C4)S(=O)CC5=CN=CN5CCC)CCC
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL3085308,CCCCOCCOC1=CC=C(C=C1)C2=CC3=C(C=C2)N(CCCC(=C3)C(=O)NC4=CC=C(C=C4)S(=O)CC5=NN=CN5CCC)CC(C)C
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL3085309,CCCCOCCOC1=CC=C(C=C1)C2=CC3=C(C=C2)N(CCCC(=C3)C(=O)NC4=CC=C(C=C4)S(=O)CC5=CN=CN5CCC)CC6=CN(N=C6)C
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL3085310,CCCCOCCOC1=CC=C(C=C1)C2=CC3=C(C=C2)N(CCCC(=C3)C(=O)NC4=CC=C(C=C4)S(=O)CC5=NN=CN5CCC)CCC
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL3085311,CCCCOCCOC1=CC=C(C=C1)C2=CC3=C(C=C2)N(CCCCC(=C3)C(=O)NC4=CC=C(C=C4)S(=O)CC5=CN=CN5CCC)CC(C)C
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL3085312,CCCCOCCOC1=CC=C(C=C1)C2=CC3=C(C=C2)N(CCCCCC(=C3)C(=O)NC4=CC=C(C=C4)S(=O)CC5=CN=CN5CCC)CCC
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL3085313,CCCCOCCOC1=CC=C(C=C1)C2=CC3=C(C=C2)N(CCCCC(=C3)C(=O)NC4=CC=C(C=C4)S(=O)CC5=CN=CN5CCC)CCC
,,1.0,,,,,,,,,,,,,,,,,0.0,,,,,,CHEMBL308690,CC(C)CC(CC(C(CC(C)C)NC(=O)C1=CC2=CC=CC=C2N=C1)O)C(=O)NC
,,,,,,,,,,,,,,,,,,,,,,1.0,,,CHEMBL3091676,C1CC(C2=C(C1)C=CC=N2)N(CCCCN)CC3C4=CC=CC=C4CCN3
,,,,,,0.0,,,,,,0.0,0.0,,,,0.0,,,,,1.0,,,CHEMBL3091677,C1CC(C2=C(C1)C=CC=N2)N(CCCCN)CC3CC4=CC=CC=C4CN3
,,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,1.0,,,CHEMBL3091678,C1CC(C2=C(C1)C=CC=N2)N(CCCCN)CC3C4=CC=CC=C4CCN3
,,,0.0,,,,,,,,,0.0,0.0,,,,0.0,0.0,,,,1.0,,,CHEMBL3091681,CN(C)CCCCN(CC1CC2=CC=CC=C2CN1)C3CCCC4=C3N=CC=C4
,,0.0,0.0,,,0.0,,,,,,,0.0,,,,,,,,,1.0,,,CHEMBL3091682,CC(C)NCCCCN(CC1CC2=CC=CC=C2CN1)C3CCCC4=C3N=CC=C4
,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,1.0,,,CHEMBL3091683,C1CC(C2=C(C1)C=CC=N2)N(CCCCNCC3=CC=CC=N3)CC4CC5=CC=CC=C5CN4
,,,,0.0,,,,,,,,,,,,,,,,,,1.0,,,CHEMBL3091684,CC(=O)NCCCCN(CC1CC2=CC=CC=C2CN1)C3CCCC4=C3N=CC=C4
,,,,,,0.0,,,,,,0.0,,,,,0.0,,0.0,,,1.0,,,CHEMBL3091685,C1CC(C2=C(C1)C=CC=N2)N(CCCCNC(=O)N)CC3CC4=CC=CC=C4CN3
,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,1.0,,,CHEMBL3091686,CN(C)C(=O)NCCCCN(CC1CC2=CC=CC=C2CN1)C3CCCC4=C3N=CC=C4
,,,,0.0,,,,,,,,,,,,,0.0,0.0,,,,1.0,,,CHEMBL3091687,C1CC(C2=C(C1)C=CC=N2)N(CCCCN)CC3CC4=CC=CC=C4CN3
,,,0.0,,,0.0,,,,,,0.0,,,,,0.0,0.0,,,,1.0,,,CHEMBL3091688,C1CC(C2=C(C1)C=CC=N2)N(CCCCN)CC3CC4=CC=CC=C4CN3CC5=CC=CC=N5
,,,0.0,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,1.0,,,CHEMBL3091689,C1CC(C2=C(C1)C=CC=N2)N(CCCCN)CC3CC4=CC=CC=C4CN3CC5=CN=CC=C5
,,0.0,,0.0,,0.0,,,,,,,0.0,,,,,,0.0,,,1.0,,,CHEMBL3091690,C1CC(C2=C(C1)C=CC=N2)N(CCCCN)CC3CC4=CC=CC=C4CN3CC5=CC=NC=C5
,,0.0,0.0,,,0.0,,,,,,,0.0,,,,,0.0,,,,1.0,,,CHEMBL3091691,C1CC(C2=C(C1)C=CC=N2)N(CCCCN)CC3CC4=CC=CC=C4CN3CC5=COC=N5
,,0.0,0.0,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,1.0,,,CHEMBL3091692,C1CC(C2=C(C1)C=CC=N2)N(CCCCN)CC3CC4=CC=CC=C4CN3CC(=O)N5CCOCC5
,,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,1.0,,,CHEMBL3091693,CN1CC2=CC=CC=C2CC1CN(CCCCN)C3CCCC4=C3N=CC=C4
,,,0.0,0.0,,0.0,,,,,,,,,,,0.0,,,,,1.0,,,CHEMBL3091694,CC(C)N1CC2=CC=CC=C2CC1CN(CCCCN)C3CCCC4=C3N=CC=C4
,,1.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,,CHEMBL309338,CC(C)CC(CC(C(CC1=CC=CC=C1)NC(=O)C2=CN=NC3=CC=CC=C32)O)C(=O)NC
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL309447,CCCN(C1CCN(CC1)CCC(CN(C)S(=O)(=O)C2=CC=CC=C2)C3=CC=CC=C3)C(=O)N(C)CC4=CC=CC=C4
,,,,,,,,,,,,1.0,,,,,,,,,,,,,CHEMBL309474,C=C1CC(OC1=O)(CN2C=C(C(=O)NC2=O)Br)C3=CC=C(C=C3)C4=CC=CC=C4
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL309619,CN(CC(CCN1CCC(CC1)N(C)C(=O)OCC2=CC=CC=C2)C3=CC=CC=C3)S(=O)(=O)C4=CC=CC=C4
,,,,,,,,,,1.0,,,,,,,,,,,,,,,CHEMBL309657,CCN(C1CCN(CC1)CCC(CN(C)S(=O)(=O)C2=CC=CC=C2)C3=CC=CC=C3)C(=O)OCC4CCCCC4
