ChEMBL ID;Receptor;Species;Purchasable;No. records;Assay type;Min.;Average;Max.;Unit;Mol. weight;Rot. Bonds;H don;H acc;LogP;Smiles
CHEMBL50557;ccr3_human;Human;No;1;Funct;6.70;6.70;6.70;p(-log);394;7;2;4;3.8;C1CN(CCC1CC2=CC=CC=C2F)CCCNC(=O)NC3=CC=CC(=C3)C#N
CHEMBL396101;ccr2_human;Human;No;1;Funct;7.75;7.75;7.75;p(-log);655;10;2;11;7.0;CC(C)(C)C(=O)NC1=NC(=CS1)C(CCN2CCC(CC2)C3=CC=CC=C3)C(=O)NCC4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F
CHEMBL487070;ccr2_human;Human;No;1;Funct;7.77;7.77;7.77;p(-log);527;6;2;8;1.9;C1CN(CCC1C2=CNC3=C2C=CC=N3)C(C4CCN(CC4)C(=O)C=CC5=CC(=C(C(=C5)F)F)F)C(=O)O
CHEMBL3263318;ccr5_human;Human;No;1;Funct;4.57;4.57;4.57;p(-log);447;7;2;7;2.5;CC(C)OC1=C(C=C(C=C1)N2CCN(CC2)CC3=CC=C(C=C3)N)NC(=O)C4=NC=CN=C4
CHEMBL3104689;ccr5_human;Human;Yes;1;Funct;6.71;6.71;6.71;p(-log);571;10;1;5;4.1;CC(=O)N1CCC(CC1)C(=O)N(CCCN2CCC(CC2)C(=O)NCCC3=CC=C(C=C3)F)C4=CC(=CC=C4)Cl
CHEMBL385287;ccr8_human;Human;No;1;Funct;5.49;5.49;5.49;p(-log);417;6;2;5;3.4;C1=CC=C(C=C1)C(=O)NC2=CC=C(C3=CC=CC=C32)S(=O)(=O)NCC4=CC=NC=C4
CHEMBL1570845;ccr6_human;Human;Yes;1;Funct;4.74;4.74;4.74;p(-log);239;3;0;5;2.0;C1=CC(=CC=C1N2C(=O)C=CC2=O)OC(F)F
CHEMBL184185;cxcr2_human;Human;No;1;Funct;8.00;8.00;8.00;p(-log);385;3;4;3;2.9;C1=CC=C(C(=C1)NC(=O)NC2=C(C(=C(C=C2)Cl)C(=O)N)O)Br
CHEMBL184185;cxcr1_human;Human;No;1;Funct;5.22;5.22;5.22;p(-log);385;3;4;3;2.9;C1=CC=C(C(=C1)NC(=O)NC2=C(C(=C(C=C2)Cl)C(=O)N)O)Br
CHEMBL1681877;cxcr3_human;Human;No;1;Funct;6.85;6.85;6.85;p(-log);520;7;1;7;3.7;CNC(=O)C1=CC(=C(N=C1)N2CCN(C(C2)C(=O)OC)C3CCN(CC3)CC4=CC=C(C=C4)Cl)Cl
CHEMBL183709;ccr5_human;Human;No;1;Funct;6.33;6.33;6.33;p(-log);443;8;1;3;5.3;CN(C1CCN(CC1)CCC(C2=CC=CC=C2)C3=CC=CC=C3)C(=O)CC4=CC=C(C=C4)O
CHEMBL270583;ccr3_human;Human;No;1;Funct;9.00;9.00;9.00;p(-log);496;9;3;7;3.9;CCC(CC(N1CCCC(C1)CC2=CC=C(C=C2)F)O)NC(=O)NC3=CC=CC(=C3)C4=NN=NN4C
CHEMBL372807;ccr1_mouse;Mouse;No;1;Funct;8.40;8.40;8.40;p(-log);472;6;1;5;3.6;CC(=O)NC1=CC(=C(C=C1C=CC(=O)N2C3CCC2CN(C3)CC4=CC=C(C=C4)F)OC)Cl
CHEMBL372807;ccr1_human;Human;No;3;Funct;8.13;8.43;9.00;p(-log);472;6;1;5;3.6;CC(=O)NC1=CC(=C(C=C1C=CC(=O)N2C3CCC2CN(C3)CC4=CC=C(C=C4)F)OC)Cl
CHEMBL172322;ccr5_human;Human;No;1;Funct;9.16;9.16;9.16;p(-log);605;10;1;8;3.9;CCN1C(=CC(=N1)CC2=CC3=C(C=C2)OCO3)C4CCN(CC4)CC5CN(CC5C6=CC(=CC=C6)F)C(C(=O)O)C(C)(C)C
CHEMBL1782377;ccr2_human;Human;No;2;Funct;8.19;8.27;8.35;p(-log);513;6;0;9;3.5;CC(C)C1(CCC(C1)N(C)C2CCOCC2OC)C(=O)N3CCN(CC3)C4=NC=CC(=C4)C(F)(F)F
CHEMBL254572;cxcr2_human;Human;No;1;Funct;7.42;7.42;7.42;p(-log);479;7;3;10;4.6;CCC(C1=CC(=C(C=C1)F)C(F)(F)F)NC2=C(C(=O)C2=O)NC3=CC=CC(=C3O)C(=O)N(C)C
CHEMBL492960;ccr5_human;Human;Yes;1;Funct;7.96;7.96;7.96;p(-log);510;7;1;4;5.1;CC1=NC2=CC=CC=C2N1C3CC4CCC(C3)N4CCC5(CCN(CC5)C(=NC)NC#N)C6=CC=CC=C6
CHEMBL2178569;ccr5_human;Human;No;1;Funct;9.00;9.00;9.00;p(-log);519;5;2;6;2.6;CC1(CN(CC(C1O)C2=CC=C(C=C2)Cl)CCC=C3C4=C(COC5=C3C=C(C=C5)C(=O)O)N=CC=C4)C
CHEMBL2178569;ccr1_human;Human;No;2;Funct;8.47;8.56;8.64;p(-log);519;5;2;6;2.6;CC1(CN(CC(C1O)C2=CC=C(C=C2)Cl)CCC=C3C4=C(COC5=C3C=C(C=C5)C(=O)O)N=CC=C4)C
CHEMBL269932;cxcr3_human;Human;No;1;Funct;8.75;8.75;8.75;p(-log);527;9;0;8;4.7;CCOC1=CC=C(C=C1)N2C=CN=C2C(C)N(CC3=CN=CC=C3)C(=O)CC4=CC(=C(C=C4)F)C(F)(F)F
CHEMBL1085220;ccr5_human;Human;No;1;Funct;7.47;7.47;7.47;p(-log);652;7;0;8;2.6;CC1=C(C(=NC=N1)C)C(=O)N2CCC(CC2)(C)N3CCC(CC3)N4C(CN(C4=O)CC5CCN(CC5)S(=O)(=O)C)C6=CC=CC=C6
CHEMBL253293;cxcr3_human;Human;No;1;Funct;5.96;5.96;5.96;p(-log);501;5;2;10;3.4;C1CN(CCC1NC(=O)NC2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F)CCC3CCS(=O)(=O)C3
CHEMBL1682992;cxcr4_human;Human;No;1;Funct;7.70;7.70;7.70;p(-log);312;8;1;4;2.1;CC1=CC(=C(N=C1)CN(CCCCN)C(C)C2=CC=CC=N2)C
CHEMBL230624;ccr2_human;Human;No;1;Funct;7.70;7.70;7.70;p(-log);571;8;2;11;5.8;C1CN(CCC1C2=CC=CC=C2)CCC(C3=CSC(=N3)N)C(=O)NCC4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F
CHEMBL247621;ccr2_human;Human;No;3;Funct;6.14;7.02;7.64;p(-log);522;10;5;8;2.9;CC1=CC(=C(C=C1)CNCC(C(=O)NC(C)(C)C)NC(=O)CNC(=O)C2=CC(=CC(=C2)N)C(F)(F)F)C
CHEMBL245696;ccr2_human;Human;No;1;Funct;6.15;6.15;6.15;p(-log);408;5;1;2;4.3;C[N+](C)(CC1=CC=C(C=C1)NC(=O)C2=CC(=CC(=C2)Cl)Cl)C3CCOCC3
CHEMBL257066;ccr2_human;Human;No;2;Funct;7.72;8.07;8.41;p(-log);446;7;3;7;3.8;C=CC1=CC=C(C=C1)CN2CCC(C2)NC(=O)CNC(=O)C3=C(C=CC(=C3)C(F)(F)F)N
CHEMBL173262;ccr5_human;Human;No;1;Funct;7.94;7.94;7.94;p(-log);569;9;2;5;5.2;CC(C)(C1=CC=CC=C1)C2=C(NN=C2)C3CCN(CC3)CC4CN(CC4C5=CC=CC=C5)C(C6CCCCC6)C(=O)O
CHEMBL2398759;ccr1_human;Human;No;1;Funct;6.68;6.68;6.68;p(-log);503;5;2;3;5.8;CC(C)C(C(=O)N1CCC(C2(C1)CCCC2)(C3=CC=C(C=C3)Cl)O)NC(=O)C4=CC=C(C=C4)Cl
CHEMBL409001;ccr3_human;Human;No;1;Funct;6.82;6.82;6.82;p(-log);449;8;1;4;5.9;C1CN(CCC1CC2=CC=C(C=C2)F)CCC3=CC=CC=C3NC(=O)CC4=CC=C(C=C4)F
CHEMBL172854;ccr5_human;Human;No;3;Funct;9.10;9.10;9.10;p(-log);561;10;1;6;4.1;CCN1C(=CC(=N1)CC2=CC=CC=C2)C3CCN(CC3)CC4CN(CC4C5=CC(=CC=C5)F)C(C(=O)O)C(C)(C)C
CHEMBL3417224;ccr2_human;Human;No;1;Funct;7.13;7.13;7.13;p(-log);577;6;1;6;7.3;CC(C)C1(CCC(C1)NC2CCC3=C2C=CC(=C3)C4=CC=C(C=C4)OC)C(=O)N5CCC6=C(C5)C=C(C=C6)C(F)(F)F
CHEMBL2207085;ccr4_human;Human;No;1;Funct;6.20;6.20;6.20;p(-log);433;5;1;6;3.9;CN1C(=NN=N1)CC2=C(C=C(C=C2)Cl)NS(=O)(=O)C3=CC(=C(C=C3)Cl)Cl
CHEMBL2207085;ccr2_human;Human;No;1;Funct;7.80;7.80;7.80;p(-log);433;5;1;6;3.9;CN1C(=NN=N1)CC2=C(C=C(C=C2)Cl)NS(=O)(=O)C3=CC(=C(C=C3)Cl)Cl
CHEMBL2207085;ccr1_human;Human;No;1;Funct;5.80;5.80;5.80;p(-log);433;5;1;6;3.9;CN1C(=NN=N1)CC2=C(C=C(C=C2)Cl)NS(=O)(=O)C3=CC(=C(C=C3)Cl)Cl
CHEMBL2018365;ccr2_human;Human;No;1;Funct;7.00;7.00;7.00;p(-log);480;10;4;7;4.0;CC1=CC(=C(C=C1)CNCC(C(C(C)C)O)NC(=O)CNC(=O)C2=CC(=CC=C2)C(F)(F)F)C
CHEMBL404088;cxcr2_human;Human;No;1;Funct;6.80;6.80;6.80;p(-log);429;7;2;6;2.9;COC1=CC2=C(C=C1C#N)C(=C(N2)C3=CC=C(C=C3)F)CCCC(=O)NS(=O)(=O)C
CHEMBL200966;ccr4_human;Human;No;1;Funct;5.25;5.25;5.25;p(-log);480;9;2;6;4.8;CC(C)C(CNC1=NC=CC(=N1)OCC2=C(C=C(C=C2)Cl)Cl)NC(=O)C3CCCN(C3)C
CHEMBL258334;cxcr2_human;Human;No;1;Funct;6.07;6.07;6.07;p(-log);347;6;3;8;3.1;CC(CO)NC1=C2C(=NC(=N1)SCC3=CC=CC=C3)SC(=N2)N
CHEMBL488855;ccr4_human;Human;No;1;Funct;6.89;6.89;6.89;p(-log);525;8;1;8;5.5;COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCCN(CC3)CCN4CCCCC4)NC5=CC=C(C=C5)Cl)OC
CHEMBL51267;ccr3_human;Human;No;1;Funct;6.60;6.60;6.60;p(-log);454;7;1;4;5.0;COC1=CC=CC(=C1)NC(=O)N2CCCC(C2)CCN3CCC(CC3)CC4=CC=C(C=C4)F
CHEMBL3310776;cxcr2_human;Human;No;1;Funct;5.34;5.34;5.34;p(-log);399;5;1;6;3.8;CC1=C(C=CC(=C1)C2=C(C(=O)N=C(N2)SCC3=C(C(=CC=C3)F)F)C#N)OC
CHEMBL277131;ccr3_human;Human;No;2;Funct;9.16;9.38;9.60;p(-log);506;7;2;6;4.8;CN1C(=NN=N1)C2=CC=C(C=C2)NC(=O)NC3CCCCC3CN4CCCC(C4)CC5=CC=C(C=C5)F
CHEMBL3670791;ccr3_human;Human;No;1;Funct;7.63;7.63;7.63;p(-log);484;6;2;5;2.3;CC1=C(C=CC(=C1)CN2CCC(CC2)N3C(CCC3=O)C(=O)NC4=NC=CC(=C4)C(=O)NC)Cl
CHEMBL132584;ccr2_human;Human;No;1;Funct;4.97;4.97;4.97;p(-log);365;3;1;4;4.5;C1=CC2=C(C(=C1)[N+](=O)[O-])N(C(=C2)C(=O)O)CC3=CC(=C(C=C3)Cl)Cl
CHEMBL2158822;ccr3_human;Human;No;1;Funct;8.70;8.70;8.70;p(-log);463;6;1;5;3.6;C1CN(CCC1CN2CCC(CC2)OC3=CC(=C(C=C3)Cl)Cl)C4=CC=CC=C4C(=O)O
CHEMBL105460;ccr5_human;Human;No;1;Funct;6.48;6.48;6.48;p(-log);596;13;0;8;5.7;C=CCN(C1CCN(CC1)CCC(CN2C(=NN=N2)C3=CC=CC=C3)C4=CC=CC=C4)C(=O)OCC5=CC=C(C=C5)[N+](=O)[O-]
CHEMBL455073;ccr5_human;Human;No;1;Funct;9.52;9.52;9.52;p(-log);571;11;1;7;6.2;C1CCC(CC1)CC(C(=O)O)N2CC(C(C2)C3=CC=CC=C3)CN4CCC(CC4)CCC(C5=CC=C(C=C5)F)(F)F
CHEMBL241462;ccr2_human;Human;No;2;Funct;6.20;6.20;6.20;p(-log);633;13;1;9;8.4;CCN(CC)CCCC(C)NC(=O)CCCC1=CC(=NN1C2=CC3=CC=CC=C3C=C2)C4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F
CHEMBL1833983;ccr2_human;Human;No;1;Funct;5.00;5.00;5.00;p(-log);433;5;2;7;3.6;CN1C2=C(C=C(C=C2)C(F)(F)F)C(=N1)NCC(=O)NC3CN(C3)C4CCC(CC4)C#C
CHEMBL494019;ccr2_human;Human;No;3;Funct;7.11;7.17;7.30;p(-log);513;6;2;8;6.3;CC(C)C1(CCC(C1)NC2CCC3=CC=CC=C23)C(=O)NCC4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F
CHEMBL1078712;ccr5_human;Human;No;1;Funct;7.92;7.92;7.92;p(-log);572;7;0;7;3.9;CCCCC1CN(C(=O)OC12CCN(CC2)C3(CCN(CC3)C(=O)C4=C(OC(=O)C=C4C)C)C)CC5CCOCC5
CHEMBL3355234;cxcr2_human;Human;No;1;Funct;6.90;6.90;6.90;p(-log);400;6;3;4;3.1;CC(C)CC1=CC(=O)N=C(N1)NC2=C(C(=C(C=C2)Cl)S(=O)(=O)C(C)C)O
CHEMBL2349304;cx3c1_human;Human;No;1;Funct;6.66;6.66;6.66;p(-log);403;8;3;8;4.0;CC(C)CC(C(=O)N)NC1=NC(=NC2=C1SC(=N2)N)SCC3=CC=CC=C3
CHEMBL2349304;cxcr2_human;Human;No;1;Funct;5.62;5.62;5.62;p(-log);403;8;3;8;4.0;CC(C)CC(C(=O)N)NC1=NC(=NC2=C1SC(=N2)N)SCC3=CC=CC=C3
CHEMBL105784;ccr5_mouse;Mouse;Yes;1;Funct;8.47;8.47;8.47;p(-log);548;5;1;5;5.8;CC1(CCN(CC1)C(=O)C2=C(C=CC=C2Cl)N)N3CCC(CC3)C(=NOC)C4=CC=C(C=C4)Br
CHEMBL105784;ccr5_human;Human;Yes;1;Funct;8.47;8.47;8.47;p(-log);548;5;1;5;5.8;CC1(CCN(CC1)C(=O)C2=C(C=CC=C2Cl)N)N3CCC(CC3)C(=NOC)C4=CC=C(C=C4)Br
CHEMBL2398723;ccr1_human;Human;No;1;Funct;7.70;7.70;7.70;p(-log);451;5;3;4;3.8;CC(C)C(C(=O)N1CCC(C(C1)(C)C)(C2=CC=C(C=C2)Cl)O)NC(=O)C3CCCC3O
CHEMBL3233190;ccr2_human;Human;No;1;Funct;8.89;8.89;8.89;p(-log);578;8;1;9;4.3;CC(C)N(C)C1CCC(C(C1)CS(=O)(=O)C(C)(C)C)N2CCC(C2=O)NC(=O)C3=CC(=CC(=C3)F)C(F)(F)F
CHEMBL1472570;ccr6_human;Human;Yes;1;Funct;4.55;4.55;4.55;p(-log);324;3;1;5;3.8;C1C(=O)N(C(=N)S1)C2=NC=C(S2)CC3=CC=CC=C3Cl
CHEMBL382436;ccr5_human;Human;Yes;1;Funct;6.96;6.96;6.96;p(-log);639;12;0;6;5.6;CCN(C1CCN(CC1)CCC(C2=CC=C(C=C2)S(=O)(=O)C)C3=CC(=CC=C3)C(C)C)C(=O)CC4=CC=C(C=C4)S(=O)(=O)C
CHEMBL224594;ccr2_human;Human;No;1;Funct;4.72;4.72;4.72;p(-log);351;4;2;5;3.5;C1CC(CN(C1)CC2=CC(=CC=C2)[N+](=O)[O-])NC3=CC4=C(C=C3)NN=C4
CHEMBL191687;cxcr4_human;Human;No;1;Funct;7.20;7.20;7.20;p(-log);645;8;8;7;1.2;CC1C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)N1)CC2=CC=C(C=C2)O)CC3=CC4=CC=CC=C4C=C3)CCCN=C(N)N
CHEMBL1681867;cxcr3_human;Human;No;1;Funct;7.41;7.41;7.41;p(-log);462;5;1;5;3.8;CC1CN(CCN1C2CCN(CC2)CC3=CC=C(C=C3)Cl)C4=C(C=C(C=N4)C(=O)N)Cl
CHEMBL367700;ccr5_human;Human;No;1;Funct;9.22;9.22;9.22;p(-log);605;13;1;7;4.4;CCC(C)C(C(=O)O)N1CC(C(C1)C2=CC(=CC=C2)F)CN3CCC(CC3)C4=CC(=NN4CC)CC5=CC=C(C=C5)OCC
CHEMBL3704566;cxcr2_human;Human;No;1;Funct;5.99;5.99;5.99;p(-log);399;7;3;8;1.5;CC1=CC=C(O1)C(C2(COC2)C)NC3=C(C(=O)C3=O)NC4=CC=C(NC4=O)OC
CHEMBL3704566;cxcr1_human;Human;No;1;Funct;5.00;5.00;5.00;p(-log);399;7;3;8;1.5;CC1=CC=C(O1)C(C2(COC2)C)NC3=C(C(=O)C3=O)NC4=CC=C(NC4=O)OC
CHEMBL2112557;ccr5_human;Human;No;1;Funct;9.22;9.22;9.22;p(-log);579;10;2;6;4.9;C1CC(C1)CC(C(=O)O)N2CC(C(C2)C3=CC(=CC=C3)F)CN4CCC(CC4)C5=C(N=C(N5)CC6=CC=CC=C6)Cl
CHEMBL3263275;ccr2_human;Human;No;1;Funct;6.47;6.47;6.47;p(-log);512;5;1;11;1.0;COC1COCCC1NC2CC3C(C2)(CCO3)C(=O)N4CC5CC4CN5C6=NC(=NC=C6)C(F)(F)F
CHEMBL1921885;cxcr3_human;Human;No;1;Funct;8.40;8.40;8.40;p(-log);487;5;2;8;2.4;CCC1CN(CCN1C2CCN(CC2)C(=O)C3=C(N=C(C=C3)Cl)N)C4=NC=C(N=C4C)C(=O)N
CHEMBL51259;ccr3_human;Human;No;1;Funct;7.16;7.16;7.16;p(-log);448;8;2;5;3.4;CS(=O)(=O)C1=CC=C(C=C1)NC(=O)NCCCN2CCC(CC2)CC3=CC=C(C=C3)F
CHEMBL426635;cxcr4_human;Human;No;1;Funct;6.57;6.57;6.57;p(-log);688;10;9;8;-0.3;C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CC2=CC3=CC=CC=C3C=C2)CCCN=C(N)N)CC(=O)N)CC4=CC=C(C=C4)O
CHEMBL1085517;cxcr3_human;Human;No;1;Funct;6.17;6.17;6.17;p(-log);479;11;1;5;4.4;CCOC1=CC=C(C=C1)S(=O)(=O)N(CC2=CC=CC=C2)CC3=CC=C(C=C3)C(=O)NCC4CC4
CHEMBL602474;ccr4_human;Human;No;1;Funct;4.50;4.50;4.50;p(-log);380;2;2;6;3.8;CC1=C(C(=CC=C1)N2CCN(CC2)C3=C(C4=C(C=C(C=C4OC3=O)O)O)C)C
CHEMBL319622;ccr5_human;Human;No;1;Funct;7.32;7.32;7.32;p(-log);596;13;0;6;6.8;CCC1=NC2=CC=CC=C2N1CC(CCN3CCC(CC3)N(CC=C)C(=O)OCC4=CC=C(C=C4)[N+](=O)[O-])C5=CC=CC=C5
CHEMBL506083;cxcr3_human;Human;No;1;Funct;5.40;5.40;5.40;p(-log);377;5;1;3;4.7;CC1(C2CC=C(C1C2)CNC3CCN(CC3)CC4=C(C=C(C=C4)Cl)F)C
CHEMBL1682995;cxcr4_human;Human;Yes;1;Funct;7.20;7.20;7.20;p(-log);338;7;1;4;2.5;CC1=CC(=C(N=C1)CN(CCCCN)C2CCCC3=C2N=CC=C3)C
CHEMBL411477;ccr1_human;Human;No;2;Funct;6.39;6.42;6.44;p(-log);478;7;2;5;4.3;C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCNS(=O)(=O)C3=C(C=C(C=C3)Cl)Cl
CHEMBL251623;ccr3_human;Human;No;1;Funct;8.40;8.40;8.40;p(-log);542;9;2;7;4.8;CC1=C(SC(=N1)NC(=O)NC2CCN(CC2CN3CCCC(C3)CC4=CC=C(C=C4)F)CC5CC5)C(=O)C
CHEMBL195790;ccr3_human;Human;No;2;Funct;8.40;9.23;10.05;p(-log);515;6;2;5;6.9;C1CCC(C(C1)CN2CCCC(C2)CC3=CC=C(C=C3)F)NC(=O)NC4=NC5=C(S4)C=CC=C5Cl
CHEMBL472281;cxcr3_human;Human;No;1;Funct;6.10;6.10;6.10;p(-log);411;5;1;6;6.0;CC1(C2CCC1(C(C2)NC3CCN(CC3)CC4=CC(=CC=C4)OC(F)(F)F)C)C
CHEMBL3263281;ccr2_human;Human;No;1;Funct;6.72;6.72;6.72;p(-log);528;7;1;10;1.2;COC1COCCC1N(CCCO)C2CC3C(C2)(CCO3)C(=O)N4CCC5=NC=C(C=C5C4)C(F)(F)F
CHEMBL3310828;ccr4_human;Human;No;1;Funct;4.70;4.70;4.70;p(-log);402;4;2;5;2.5;CN1C2=CC(=C(C=C2NC1=O)OC)NS(=O)(=O)C3=C(C(=CC=C3)Cl)Cl
CHEMBL237753;ccr2_human;Human;No;1;Funct;6.92;6.92;6.92;p(-log);529;5;3;7;2.5;C1CN(CCC1C2=CNC3=CC=CC=C32)C(C4CCN(CC4)C(=O)NC5=CC=C(C=C5)C(F)(F)F)C(=O)O
CHEMBL3797980;ccr4_human;Human;No;1;Funct;7.60;7.60;7.60;p(-log);503;5;2;6;4.4;C1CCNC(C1)C(=O)N2CCC3(C2)CCN(CC3)C4=NC=CC(=N4)NCC5=C(C=C(C=C5)Cl)Cl
CHEMBL576097;cxcr3_human;Human;No;3;Funct;7.60;8.11;9.05;p(-log);654;8;0;10;5.1;CC(C1=C(N2C=CN=C(C2=N1)C3CC3)C4=CC=C(C=C4)C#N)N(CC5CCS(=O)(=O)CC5)C(=O)CC6=CC(=C(C=C6)F)C(F)(F)F
CHEMBL444497;ccr5_human;Human;Yes;1;Funct;9.05;9.05;9.05;p(-log);595;9;0;6;7.3;CC1=NC2=CC=CC=C2N1C3CC4CCC(C3)N4CCC5(CCN(CC5)C(C6=CC=C(C=C6)F)C(=O)OC)C7=CC=CC=C7
CHEMBL69123;ccr1_human;Human;No;2;Funct;6.89;7.01;7.13;p(-log);495;12;3;6;3.9;CCNC(=O)C(CCC(C)(C)F)CC(C(CC1=CC=CC=C1)NC(=O)C2=NC3=CC=CC=C3N=C2)O
CHEMBL272064;ccr5_human;Human;Yes;1;Funct;7.32;7.32;7.32;p(-log);556;8;1;4;6.2;CC1=NN=C(N1C2CC3CCC(C2)N3CCCN(C4=CC=CC=C4)C(=O)NC5=C(C(=CC=C5)Cl)Cl)C(C)C
CHEMBL1496231;ccr6_human;Human;Yes;1;Funct;4.55;4.55;4.55;p(-log);352;5;1;6;2.0;COC(CNC(=O)C1=CC=C2C3=C(C4=CC=CC=C4C2=O)ON=C13)OC
CHEMBL252813;ccr2_human;Human;No;1;Funct;6.55;6.55;6.55;p(-log);531;8;1;9;6.6;C1CC1C(CCN2CCC(CC2)C3=CC=C(C=C3)F)C(=O)NCC4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F
CHEMBL246108;cxcr2_human;Human;Yes;1;Funct;8.89;8.89;8.89;p(-log);425;8;3;7;3.8;CCC(C1=CC(=CO1)C(C)C)NC2=C(C(=O)C2=O)NC3=CC=CC(=C3O)C(=O)N(C)C
CHEMBL246108;cxcr1_human;Human;Yes;1;Funct;8.14;8.14;8.14;p(-log);425;8;3;7;3.8;CCC(C1=CC(=CO1)C(C)C)NC2=C(C(=O)C2=O)NC3=CC=CC(=C3O)C(=O)N(C)C
CHEMBL107425;ccr5_human;Human;Yes;1;Funct;7.39;7.39;7.39;p(-log);602;10;1;7;5.9;C1CN(CCC1(CCCC2=CC=CC=C2)O)CC3CN(CC3C4=CC=CC=C4)S(=O)(=O)C5=CC=C(S5)C6=CC=CC=N6
CHEMBL2322867;ccr1_human;Human;No;1;Funct;8.00;8.00;8.00;p(-log);467;5;1;8;2.8;COC1=C(C=CC(=C1)N2CCN(CC2)C(=O)CN3C(=C(C(=N3)C(F)(F)F)Cl)CO)Cl
CHEMBL3189272;ccr6_human;Human;Yes;1;Funct;4.50;4.50;4.50;p(-log);322;3;2;2;3.7;CC(=NNC(=S)N)CC1CC2=C(CC1(C)C)C(CCC2)(C)C
CHEMBL123943;ccr3_human;Human;No;1;Funct;6.30;6.30;6.30;p(-log);447;7;1;2;7.0;CC1=CC=C(C=C1)C(=O)NC(CN2CCC(CC2)CC3=CC(=C(C=C3)Cl)Cl)C(C)C
CHEMBL254774;cxcr2_human;Human;No;1;Funct;6.28;6.28;6.28;p(-log);480;6;3;6;4.2;C1=CC(=CC=C1C2=C(C3=C(N2)C=CC(=C3)C#N)CCNC(=O)NS(=O)(=O)C4=CC=C(C=C4)F)F
CHEMBL3697126;cxcr3_human;Human;No;1;Funct;7.28;7.28;7.28;p(-log);573;12;1;7;2.8;CCC1=C(C=CC(=C1)CN(CC2CCC(CC2)C(=O)O)C(C)C3=CC(=C(C=C3)Cl)F)OCCN4C(=O)CCC4=O
CHEMBL454689;cxcr4_human;Human;No;2;Funct;5.42;5.87;6.31;p(-log);351;6;1;4;2.8;C1CCC(C1)NC(=NC2CCCC2)SCC3=CSC4=NCCN34
CHEMBL106982;ccr5_mouse;Mouse;No;1;Funct;7.48;7.48;7.48;p(-log);483;5;0;4;4.8;CC1=C(C(=CC=C1)C)C(=O)N2CCC(CC2)(C)N3CCC(CC3)CC4=CC=C(C=C4)S(=O)(=O)C
CHEMBL106982;ccr5_human;Human;No;1;Funct;7.48;7.48;7.48;p(-log);483;5;0;4;4.8;CC1=C(C(=CC=C1)C)C(=O)N2CCC(CC2)(C)N3CCC(CC3)CC4=CC=C(C=C4)S(=O)(=O)C
CHEMBL3704144;ccrl2_human;Human;No;1;Funct;7.40;7.40;7.40;p(-log);465;7;3;9;3.5;CCC(C1CCC(CC1)N2CC(C2)NC(=O)CNC3=NC=NC4=C3C=C(C=C4)C(F)(F)F)N
CHEMBL270419;ccr1_human;Human;No;2;Funct;5.90;5.91;5.91;p(-log);435;4;1;5;3.4;C1CN(CCC1N2CCC(CC2)(C3=CC=C(C=C3)Cl)O)S(=O)(=O)C4=CC=CC=C4
CHEMBL3359301;ccr2_human;Human;No;1;Funct;7.05;7.05;7.05;p(-log);532;6;2;8;4.9;C1CC(CCC1C2=CC3=C(C=C2)OCO3)N4CCC(CC4)NC(=O)CNC(=O)C5=CC(=CC=C5)C(F)(F)F
CHEMBL1684692;ccr2_human;Human;No;1;Funct;7.94;7.94;7.94;p(-log);446;5;1;4;3.3;CC(C)C1(CCC(C1)NC2CCOCC2)C(=O)N3CC4CC3CN4C(=O)C5CCCCC5
CHEMBL495531;cxcr3_human;Human;No;1;Funct;7.22;7.22;7.22;p(-log);477;4;1;5;4.0;C1CN(CCC1C2(CCC(=O)NC2=O)C3=C(C=C(C=C3)F)F)CC4=CC=C(C=C4)Br
CHEMBL3355237;cxcr2_human;Human;No;1;Funct;7.80;7.80;7.80;p(-log);398;5;3;4;2.6;CC(C)S(=O)(=O)C1=C(C=CC(=C1O)NC2=NC(=O)C=C(N2)C3CCC3)Cl
CHEMBL3704085;ccrl2_human;Human;No;2;Funct;8.22;8.22;8.22;p(-log);515;7;2;10;3.9;COC1=C(C=CN=C1)C2CCC(CC2)N3CC(C3)NC(=O)CNC4=NC=NC5=C4C=C(C=C5)C(F)(F)F
CHEMBL3704085;ccr2_human;Human;No;2;Funct;8.16;8.16;8.16;p(-log);515;7;2;10;3.9;COC1=C(C=CN=C1)C2CCC(CC2)N3CC(C3)NC(=O)CNC4=NC=NC5=C4C=C(C=C5)C(F)(F)F
CHEMBL253702;cxcr2_human;Human;No;1;Funct;6.74;6.74;6.74;p(-log);460;6;3;9;1.4;CC1=CC=C(O1)C(C2(CC2)C)NC3=C(NS(=O)(=O)N3)N=C4C=CC=C(C4=O)C(=O)N(C)C
