ChEMBL ID;Receptor;Species;Purchasable;No. records;Assay type;Min.;Average;Max.;Unit;Mol. weight;Rot. Bonds;H don;H acc;LogP;Smiles
CHEMBL3704573;cxcr1_human;Human;No;1;Funct;6.94;6.94;6.94;p(-log);565;8;3;11;2.6;CC1=CC=C(O1)C(C2(COC2)C)NC3=C(C(=O)C3=O)NC4=C(C(=C(C=C4)Cl)S(=O)(=O)N5CCN(CC5)C)O
CHEMBL3704573;ccr6_human;Human;No;1;Funct;8.72;8.72;8.72;p(-log);565;8;3;11;2.6;CC1=CC=C(O1)C(C2(COC2)C)NC3=C(C(=O)C3=O)NC4=C(C(=C(C=C4)Cl)S(=O)(=O)N5CCN(CC5)C)O
CHEMBL3704573;ccr4_human;Human;No;1;Funct;6.35;6.35;6.35;p(-log);565;8;3;11;2.6;CC1=CC=C(O1)C(C2(COC2)C)NC3=C(C(=O)C3=O)NC4=C(C(=C(C=C4)Cl)S(=O)(=O)N5CCN(CC5)C)O
CHEMBL3704039;ccrl2_human;Human;No;1;Funct;7.24;7.24;7.24;p(-log);482;8;3;10;2.7;COCC(C1CCC(CC1)N2CC(C2)NC(=O)CNC3=NC=NC4=C3C=C(C=C4)C(F)(F)F)O
CHEMBL3704556;cxcr2_human;Human;No;1;Funct;6.32;6.32;6.32;p(-log);466;8;3;8;3.0;CC1(COC1)C(C2=CC(=CC=C2)OC)NC3=C(C(=O)C3=O)NC4=CC=CC(=C4O)C(=O)N(C)C
CHEMBL3704556;cxcr1_human;Human;No;1;Funct;5.26;5.26;5.26;p(-log);466;8;3;8;3.0;CC1(COC1)C(C2=CC(=CC=C2)OC)NC3=C(C(=O)C3=O)NC4=CC=CC(=C4O)C(=O)N(C)C
CHEMBL3704136;ccrl2_human;Human;No;1;Funct;6.44;6.44;6.44;p(-log);479;6;2;9;2.7;CN(C)C(=O)C1CCC(CC1)N2CC(C2)NC(=O)CNC3=NC=NC4=C3C=C(C=C4)C(F)(F)F
CHEMBL3704562;cxcr2_human;Human;No;1;Funct;6.84;6.84;6.84;p(-log);456;7;3;8;3.1;CC1=CC=C(S1)C(C2(COC2)C)NC3=C(C(=O)C3=O)NC4=CC=CC(=C4O)C(=O)N(C)C
CHEMBL3704562;cxcr1_human;Human;No;1;Funct;5.52;5.52;5.52;p(-log);456;7;3;8;3.1;CC1=CC=C(S1)C(C2(COC2)C)NC3=C(C(=O)C3=O)NC4=CC=CC(=C4O)C(=O)N(C)C
CHEMBL3704568;cxcr2_human;Human;No;1;Funct;6.51;6.51;6.51;p(-log);393;6;3;8;2.7;CC1=CC=C(O1)C(C2(COC2)C)NC3=C(C(=O)C3=O)NC4=CC=CC(=C4O)C#N
CHEMBL3704568;cxcr1_human;Human;No;1;Funct;5.00;5.00;5.00;p(-log);393;6;3;8;2.7;CC1=CC=C(O1)C(C2(COC2)C)NC3=C(C(=O)C3=O)NC4=CC=CC(=C4O)C#N
CHEMBL3717556;ccr9_human;Human;No;2;Funct;6.00;6.00;6.00;p(-log);528;8;1;8;4.6;CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C=C(C=C2)S(=O)(=O)N3CCCC3)C(=O)C4=CC=NC=C4
CHEMBL3714900;cxcr5_human;Human;No;1;Funct;4.71;4.71;4.71;p(-log);375;5;2;4;4.2;CCOC1=C(C2=CC=CC=C2C=C1)C(=O)NC3(CC4=CC=CC=C4C3)C(=O)O
CHEMBL3716436;cxcr5_human;Human;No;1;Funct;7.82;7.82;7.82;p(-log);385;4;2;5;4.8;CC1=CC=CC(=C1C=C(C)C)C(=O)NC2(CC3=CC(=C(C=C3C2)F)F)C(=O)O
CHEMBL3716008;cxcr5_human;Human;No;1;Funct;6.64;6.64;6.64;p(-log);335;4;2;3;4.0;CC=CC1=C(C=CC=C1C)C(=O)NC2(CC3=CC=CC=C3C2)C(=O)O
CHEMBL3704119;ccrl2_human;Human;No;1;Funct;7.17;7.17;7.17;p(-log);423;5;3;9;2.6;C1CC(CCC1N2CC(C2)NC(=O)CNC3=NC=NC4=C3C=C(C=C4)C(F)(F)F)O
CHEMBL3704064;ccrl2_human;Human;No;1;Funct;6.41;6.41;6.41;p(-log);493;7;2;9;3.3;CCC(=O)N(C)C1CCC(CC1)N2CC(C2)NC(=O)CNC3=NC=NC4=C3C=C(C=C4)C(F)(F)F
CHEMBL369311;ccr5_human;Human;No;2;Funct;7.12;7.44;7.75;p(-log);519;10;0;4;5.3;CCN(C1CCN(CC1)CCC(C2=CC=CC=C2)C3=CC=CC=C3)C(=O)CC4=CC=C(C=C4)S(=O)(=O)C
CHEMBL3719306;ccr9_human;Human;No;2;Funct;7.00;7.00;7.00;p(-log);445;6;1;5;4.9;CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C=C(C=C2)Cl)C(=O)C3=CC=CC=[N+]3[O-]
CHEMBL3706813;ccr3_human;Human;No;1;Funct;8.80;8.80;8.80;p(-log);463;6;3;3;5.6;C1CCC(C(C1)CN2CCCC(C2)CC3=CC=C(C=C3)F)NC(=O)NC4=CC5=C(C=C4)C=CN5
CHEMBL3717474;ccr9_human;Human;No;2;Funct;7.00;7.00;7.00;p(-log);459;7;1;6;5.9;CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C=C(C=C2)Cl)C(=O)C3=CC(=NC=C3)OC
CHEMBL3704563;cxcr2_human;Human;No;1;Funct;6.70;6.70;6.70;p(-log);425;7;3;8;2.1;CC1(COC1)C(C2=CC=CO2)NC3=C(C(=O)C3=O)NC4=CC=CC(=C4O)C(=O)N(C)C
CHEMBL3704563;cxcr1_human;Human;No;1;Funct;5.77;5.77;5.77;p(-log);425;7;3;8;2.1;CC1(COC1)C(C2=CC=CO2)NC3=C(C(=O)C3=O)NC4=CC=CC(=C4O)C(=O)N(C)C
CHEMBL3704572;cxcr2_human;Human;No;1;Funct;6.43;6.43;6.43;p(-log);474;7;3;8;3.1;CC1=CC=C(O1)C(C2(COC2)C)NC3=C(C(=O)C3=O)NC4=C(C(=C(C=C4)Cl)C(=O)N(C)C)O
CHEMBL3704572;cxcr1_human;Human;No;1;Funct;6.05;6.05;6.05;p(-log);474;7;3;8;3.1;CC1=CC=C(O1)C(C2(COC2)C)NC3=C(C(=O)C3=O)NC4=C(C(=C(C=C4)Cl)C(=O)N(C)C)O
CHEMBL3697144;cxcr3_human;Human;No;1;Funct;6.72;6.72;6.72;p(-log);551;12;1;8;0.9;CC(C1=CC2=C(C=C1)OCC2)N(CC3CCC(C3)C(=O)O)CC4=CC(=C(C=C4)OCCN5C(=O)CCC5=O)OC
CHEMBL3697042;cxcr3_human;Human;No;1;Funct;7.72;7.72;7.72;p(-log);557;12;1;7;1.9;CC(C1=CC=C(C=C1)Cl)N(CC2CCC(CC2)C(=O)O)CC3=CC(=C(C=C3)OCCN4C(=O)CCC4=O)OC
CHEMBL371993;cxcr4_human;Human;No;1;Funct;6.31;6.31;6.31;p(-log);659;8;7;7;1.4;CC1C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)N1C)CC2=CC=C(C=C2)O)CC3=CC4=CC=CC=C4C=C3)CCCN=C(N)N
CHEMBL3697165;cxcr3_human;Human;No;2;Funct;5.28;5.28;5.28;p(-log);513;10;1;6;1.7;CC1=C(C=CC(=C1)CN(C2CC(C2)C(=O)O)C(C)C3=CC(=C(C=C3)Cl)C)OCCN4C(=O)CCC4=O
CHEMBL372528;cxcr3_human;Human;No;1;Funct;6.60;6.60;6.60;p(-log);568;7;3;4;4.7;CCNC(=O)N1CCCN(CC1)C2=C(C=C(C=C2)C(=O)NCC3=CC=C(C=C3)Cl)NC(=O)C4=CC(=CC=C4)Cl
CHEMBL3719213;ccr9_human;Human;No;2;Funct;7.00;7.00;7.00;p(-log);471;6;1;9;5.5;CC1=C(C=CC=N1)C(=O)C2=C(C=CC(=C2)Cl)NS(=O)(=O)C3=CC=C(C=C3)OC(F)(F)F
CHEMBL3704130;ccrl2_human;Human;No;1;Funct;6.92;6.92;6.92;p(-log);494;9;2;10;3.7;CCOC(=O)CC1CCC(CC1)N2CC(C2)NC(=O)CNC3=NC=NC4=C3C=C(C=C4)C(F)(F)F
CHEMBL3718266;cxcr5_human;Human;No;1;Funct;7.35;7.35;7.35;p(-log);373;5;2;5;4.5;CCCC1=C(C=CC=C1C)C(=O)NC2(CC3=CC(=C(C=C3C2)F)F)C(=O)O
CHEMBL3716747;cxcr5_human;Human;No;1;Funct;6.35;6.35;6.35;p(-log);363;6;2;3;5.0;CCCC=CC1=C(C=CC=C1C)C(=O)NC2(CC3=CC=CC=C3C2)C(=O)O
CHEMBL3717896;ccr9_human;Human;No;2;Funct;7.00;7.00;7.00;p(-log);507;7;1;7;5.1;CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C=C(C=C2)Cl)C(=O)C3=CN=C(C=C3)S(=O)(=O)C
CHEMBL372529;cxcr3_human;Human;No;1;Funct;6.54;6.54;6.54;p(-log);619;8;3;6;5.4;CCNC(=O)N1CCCN(CC1)C2=C(C=C(C=C2)C(=O)NCCC3=C(C=C(C=C3)Cl)Cl)NC(=O)C4=CC(=C(C=C4)F)F
CHEMBL3718924;cxcr5_human;Human;No;1;Funct;7.96;7.96;7.96;p(-log);367;4;2;4;4.7;CC1=CC=CC(=C1C=C(C)C)C(=O)NC2(CC3=C(C2)C=C(C=C3)F)C(=O)O
CHEMBL3718838;cxcr5_human;Human;No;1;Funct;5.09;5.09;5.09;p(-log);361;5;2;3;4.6;CC1=CC=CC(=C1C=CC2CC2)C(=O)NC3(CC4=CC=CC=C4C3)C(=O)O
CHEMBL372496;ccr3_human;Human;No;1;Funct;5.98;5.98;5.98;p(-log);422;9;1;4;4.9;COC1=CC=C(C=C1)C(CNCCC2=CC=CC=C2)N3CCN(CC3)C4CCCCC4
CHEMBL3718051;cxcr5_human;Human;No;1;Funct;4.82;4.82;4.82;p(-log);377;6;2;3;5.5;CCC=C(CC)C1=C(C=CC=C1C)C(=O)NC2(CC3=CC=CC=C3C2)C(=O)O
CHEMBL3704117;ccrl2_human;Human;No;1;Funct;7.72;7.72;7.72;p(-log);451;7;3;9;3.2;C1CC(CCC1CCO)N2CC(C2)NC(=O)CNC3=NC=NC4=C3C=C(C=C4)C(F)(F)F
CHEMBL3717130;cxcr5_human;Human;No;1;Funct;6.27;6.27;6.27;p(-log);371;5;2;5;3.9;CC1=CC=CC(=C1OC(C)C)C(=O)NC2(CC3=C(C2)C=C(C=C3)F)C(=O)O
CHEMBL3717061;ccr9_human;Human;No;2;Funct;7.00;7.00;7.00;p(-log);473;9;1;7;4.4;CC1=C(C=CC=N1)C(=O)C2=C(C=CC(=C2)Cl)NS(=O)(=O)C3=CC=C(C=C3)CCC(=O)OC
CHEMBL372399;ccr4_human;Human;No;7;Funct;6.42;7.50;8.60;p(-log);449;5;2;6;3.5;C1CCNC(C1)C(=O)N2CCN(CC2)C3=NC=CC(=N3)NCC4=C(C=C(C=C4)Cl)Cl
CHEMBL372868;ccr3_human;Human;No;1;Funct;7.24;7.24;7.24;p(-log);511;6;1;3;6.6;C1CC(CN(C1)C2CCN(CC2)CC3=CC(=C(C=C3)Cl)Cl)CNC(=O)C4=CC=CC5=CC=CC=C54
CHEMBL3717912;cxcr5_human;Human;No;1;Funct;7.59;7.59;7.59;p(-log);403;4;2;6;5.2;CC(=CC1=C(C=CC=C1C(F)(F)F)C(=O)NC2(CC3=CC=CC=C3C2)C(=O)O)C
CHEMBL3718270;ccr9_human;Human;No;2;Funct;7.00;7.00;7.00;p(-log);495;6;1;7;3.2;CS(=O)(=O)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C=C(C=C2)Br)C(=O)C3=CC=NC=C3
CHEMBL3718638;cxcr5_human;Human;No;1;Funct;7.01;7.01;7.01;p(-log);363;6;2;3;4.9;CC1=CC=CC(=C1CCC2CC2)C(=O)NC3(CC4=CC=CC=C4C3)C(=O)O
CHEMBL3714985;cxcr5_human;Human;No;1;Funct;5.11;5.11;5.11;p(-log);433;5;2;7;4.8;CC1=CC=CC(=C1OC2CCC2)C(=O)NC3(CC4=C(C3)C=C(C=C4)C(F)(F)F)C(=O)O
CHEMBL3704142;ccrl2_human;Human;No;1;Funct;7.14;7.14;7.14;p(-log);541;6;2;11;2.5;C1CC(CCC1N2CCS(=O)(=O)CC2)N3CC(C3)NC(=O)CNC4=NC=NC5=C4C=C(C=C5)C(F)(F)F
CHEMBL3717460;cxcr5_human;Human;No;1;Funct;7.48;7.48;7.48;p(-log);349;4;2;3;4.6;CC1=CC=CC(=C1C=C(C)C)C(=O)NC2(CC3=CC=CC=C3C2)C(=O)O
CHEMBL3715204;ccr9_human;Human;No;2;Funct;7.00;7.00;7.00;p(-log);430;6;1;6;4.8;CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C=C(C=C2)Cl)C(=O)C3=NC=CN=C3
CHEMBL371177;ccr5_human;Human;No;1;Funct;9.30;9.30;9.30;p(-log);574;8;1;6;4.9;C1CC(C1)CC(C(=O)O)N2CC(C(C2)C3=CC(=CC=C3)F)CN4CCC(CC4)C5=CN=C6N5C=C(C=C6Cl)Cl
CHEMBL3715134;ccr9_human;Human;No;2;Funct;6.00;6.00;6.00;p(-log);441;6;1;8;3.7;C1=CC(=CC=C1C2=CN=CO2)S(=O)(=O)NC3=C(C=C(C=C3)Cl)C(=O)C4=NC=NC=C4
CHEMBL372733;ccr5_human;Human;No;1;Funct;7.96;7.96;7.96;p(-log);688;14;1;7;5.7;CCN(C1CCN(CC1)CCC(C2=CC=CC=C2)C3=CC=C(C=C3)NS(=O)(=O)CC4=CC=CC=C4)C(=O)CC5=CC=C(C=C5)S(=O)(=O)C
CHEMBL3718117;cxcr5_human;Human;No;1;Funct;7.42;7.42;7.42;p(-log);385;4;2;5;4.8;CC1=CC=CC(=C1C=C(C)C)C(=O)NC2(CC3=C(C=CC(=C3C2)F)F)C(=O)O
CHEMBL3718419;ccr9_human;Human;No;2;Funct;7.00;7.00;7.00;p(-log);429;6;1;5;5.6;CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CC=C2Cl)C(=O)C3=CC=NC=C3
CHEMBL372874;cxcr4_human;Human;No;1;Funct;8.00;8.00;8.00;p(-log);728;9;9;8;-0.4;C1C(CN2C1C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C2=O)CC3=CC=C(C=C3)O)CC4=CC5=CC=CC=C5C=C4)CCCN=C(N)N)N=C(N)N
CHEMBL3717217;cxcr5_human;Human;No;1;Funct;4.80;4.80;4.80;p(-log);444;6;2;6;4.4;CC(C)OC1=C(C=C(C=C1S(=O)(=O)NC2(CC3=CC=CC=C3C2)C(=O)O)Cl)Cl
CHEMBL3717576;ccr9_human;Human;No;2;Funct;7.00;7.00;7.00;p(-log);461;7;1;6;4.1;CC1=C(C=CC=[N+]1[O-])C(=O)C2=C(C=CC(=C2)Cl)NS(=O)(=O)C3=CC=C(C=C3)OC(C)C
CHEMBL3714920;ccr9_human;Human;No;2;Funct;7.00;7.00;7.00;p(-log);441;6;1;8;3.7;C1=CN=C(N=C1)C(=O)C2=C(C=CC(=C2)Cl)NS(=O)(=O)C3=CC=C(C=C3)C4=CN=CO4
CHEMBL3715287;ccr9_human;Human;No;2;Funct;7.00;7.00;7.00;p(-log);487;6;1;9;4.5;CC1=[N+](C=C(C=C1)C(=O)C2=C(C=CC(=C2)Cl)NS(=O)(=O)C3=CC=C(C=C3)OC(F)(F)F)[O-]
CHEMBL3715707;cxcr5_human;Human;No;1;Funct;5.26;5.26;5.26;p(-log);331;3;2;3;3.9;C1C2=CC=CC=C2CC1(C(=O)O)NC(=O)C3=CC=CC4=CC=CC=C43
CHEMBL3716748;ccr9_human;Human;No;2;Funct;7.00;7.00;7.00;p(-log);501;6;1;9;5.1;C1=CC(=CC=C1OC(F)(F)F)S(=O)(=O)NC2=C(C=C(C=C2)Br)C(=O)C3=CC=NC=C3
CHEMBL372595;cxcr3_human;Human;No;1;Funct;6.60;6.60;6.60;p(-log);584;8;3;5;4.1;CCNC(=O)N1CCCN(CC1)C2=C(C=C(C=C2)C(=O)NCCC3=C(C=C(C=C3)Cl)Cl)NC(=O)C4=CC=NC=C4
CHEMBL3706811;ccr3_human;Human;No;1;Funct;8.75;8.75;8.75;p(-log);491;6;3;3;6.4;CC1=C(NC2=C1C=CC(=C2)NC(=O)NC3CCCCC3CN4CCCC(C4)CC5=CC=C(C=C5)F)C
CHEMBL371865;ccr5_human;Human;No;1;Funct;7.11;7.11;7.11;p(-log);588;10;0;4;6.5;CCN(C1CCN(CC1)CCC(C2=CC=CC=C2)C3=CC(=C(C=C3)Cl)Cl)C(=O)CC4=CC=C(C=C4)S(=O)(=O)C
CHEMBL371298;cxcr3_human;Human;No;1;Funct;5.67;5.67;5.67;p(-log);486;6;3;4;3.4;CCNC(=O)N1CCCN(CC1)C2=C(C=C(C=C2)C(=O)NC(C)C)NC(=O)C3=CC(=CC=C3)Cl
CHEMBL3717984;ccr9_human;Human;No;2;Funct;7.00;7.00;7.00;p(-log);487;6;1;9;4.5;CC1=C(C=CC=[N+]1[O-])C(=O)C2=C(C=CC(=C2)Cl)NS(=O)(=O)C3=CC=C(C=C3)OC(F)(F)F
CHEMBL3718816;ccr9_human;Human;No;2;Funct;7.00;7.00;7.00;p(-log);461;7;2;6;3.4;CC(C)(CO)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C=C(C=C2)Cl)C(=O)C3=CC=[N+](C=C3)[O-]
CHEMBL3717266;cxcr5_human;Human;No;1;Funct;6.17;6.17;6.17;p(-log);335;3;2;3;4.0;C1CCC2=C(C=CC=C2C1)C(=O)NC3(CC4=CC=CC=C4C3)C(=O)O
CHEMBL3718191;ccr9_human;Human;No;2;Funct;6.00;6.00;6.00;p(-log);486;7;1;6;4.2;CC(C)(C1=CC=C(C=C1)S(=O)(=O)NC2=C(C=C(C=C2)Cl)C(=O)C3=CC=NC=C3)C(=O)N(C)C
CHEMBL3719300;ccr9_human;Human;No;2;Funct;6.00;6.00;6.00;p(-log);468;6;1;7;5.1;CC1=CC=CC(=N1)C(=O)C2=C(C=CC(=C2)Cl)NS(=O)(=O)C3=CC=C(C=C3)C4=CN=C(O4)C
CHEMBL3718418;cxcr5_human;Human;No;1;Funct;5.44;5.44;5.44;p(-log);372;6;2;4;3.9;C=CCOC1=C(C=CC=C1Cl)C(=O)NC2(CC3=CC=CC=C3C2)C(=O)O
CHEMBL3704560;cxcr2_human;Human;No;1;Funct;6.02;6.02;6.02;p(-log);524;9;3;10;2.9;CC1=CC=C(O1)C(C2(COC2)C)NC3=C(C(=O)C3=O)NC4=CC=CC(=C4O)C(=O)N5CCCC5C(=O)OC
CHEMBL3704560;cxcr1_human;Human;No;1;Funct;5.00;5.00;5.00;p(-log);524;9;3;10;2.9;CC1=CC=C(O1)C(C2(COC2)C)NC3=C(C(=O)C3=O)NC4=CC=CC(=C4O)C(=O)N5CCCC5C(=O)OC
CHEMBL370998;ccr5_human;Human;No;1;Funct;7.72;7.72;7.72;p(-log);571;10;0;5;6.0;CCN(C1CCN(CC1)CCC(C2=CC=C(C=C2)Cl)C3=CC(=CC=C3)F)C(=O)CC4=CC=C(C=C4)S(=O)(=O)C
CHEMBL3716359;cxcr5_human;Human;No;1;Funct;6.27;6.27;6.27;p(-log);363;4;2;3;5.0;CC1=CC=CC(=C1C2CCCC2)C(=O)NC3(CC4=CC=CC=C4C3)C(=O)O
CHEMBL3718773;cxcr5_human;Human;No;1;Funct;4.52;4.52;4.52;p(-log);360;3;2;4;3.7;C1CCC2=C(C=CC=C2C1)C(=O)NC3(CC4=C(C3)C=C(C=C4)C#N)C(=O)O
CHEMBL3719122;ccr9_human;Human;No;2;Funct;7.00;7.00;7.00;p(-log);445;6;1;5;4.8;CCC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=C(C=C2)Br)C(=O)C3=CC=NC=C3
CHEMBL372640;ccr5_human;Human;No;1;Funct;6.98;6.98;6.98;p(-log);552;10;1;6;4.7;CCN(C1CCN(CC1)CCC(C2=CC=C(C=C2)N)C3=CC(=CC=C3)F)C(=O)CC4=CC=C(C=C4)S(=O)(=O)C
CHEMBL3718738;ccr9_human;Human;No;2;Funct;6.00;6.00;6.00;p(-log);544;8;1;8;3.6;CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C=C(C=C2)S(=O)(=O)N3CCCC3)C(=O)C4=CC=[N+](C=C4)[O-]
CHEMBL371248;ccr1_human;Human;No;1;Funct;6.52;6.52;6.52;p(-log);442;5;1;4;3.6;CC(=O)NC1=C(C=CC(=C1)Cl)C=CC(=O)N2CC3CCC(C2)N3CC4=CC=C(C=C4)F
CHEMBL3718493;cxcr5_human;Human;No;1;Funct;4.76;4.76;4.76;p(-log);387;5;2;5;4.3;CC1=CC=CC(=C1OC(C)C)C(=O)NC2(CC3=C(SC(=C3C2)C)C)C(=O)O
CHEMBL3719066;cxcr5_human;Human;No;1;Funct;7.77;7.77;7.77;p(-log);387;5;2;5;4.8;CC1=CC=CC(=C1CC(C)C)C(=O)NC2(CC3=CC(=C(C=C3C2)F)F)C(=O)O
CHEMBL3717675;cxcr5_human;Human;No;1;Funct;6.42;6.42;6.42;p(-log);383;5;2;5;4.0;CC1=CC=CC(=C1OC2CCC2)C(=O)NC3(CC4=C(C3)C=C(C=C4)F)C(=O)O
CHEMBL3718742;cxcr5_human;Human;No;1;Funct;7.00;7.00;7.00;p(-log);363;6;2;3;5.0;CCCC=CC1=C(C=CC=C1C)C(=O)NC2(CC3=CC=CC=C3C2)C(=O)O
CHEMBL372297;ccr5_human;Human;No;1;Funct;7.07;7.07;7.07;p(-log);595;11;0;4;6.9;CCN(C1CCN(CC1)CCC(C2=CC=CC=C2)C3=CC=C(C=C3)C4=CC=CC=C4)C(=O)CC5=CC=C(C=C5)S(=O)(=O)C
CHEMBL3718468;cxcr5_human;Human;No;1;Funct;7.89;7.89;7.89;p(-log);379;4;2;4;4.3;CC1=CC=CC(=C1C2=CCCC2)C(=O)NC3(CC4=C(C3)C=C(C=C4)F)C(=O)O
CHEMBL3719322;cxcr5_human;Human;No;1;Funct;7.64;7.64;7.64;p(-log);337;5;2;3;4.3;CCCC1=C(C=CC=C1C)C(=O)NC2(CC3=CC=CC=C3C2)C(=O)O
CHEMBL3719134;cxcr5_human;Human;No;1;Funct;8.30;8.30;8.30;p(-log);385;4;2;5;4.8;CC1=CC=CC(=C1C=C(C)C)C(=O)NC2(CC3=C(C2)C(=C(C=C3)F)F)C(=O)O
CHEMBL3715810;ccr9_human;Human;No;2;Funct;7.00;7.00;7.00;p(-log);468;6;1;7;4.8;CC1=C(OC(=N1)C)C2=CC=C(C=C2)S(=O)(=O)NC3=C(C=C(C=C3)Cl)C(=O)C4=CC=NC=C4
CHEMBL3718571;ccr9_human;Human;No;2;Funct;6.00;6.00;6.00;p(-log);472;8;1;6;3.6;CN(C)C(=O)CCC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=C(C=C2)Cl)C(=O)C3=CC=NC=C3
CHEMBL373504;ccr8_human;Human;No;1;Funct;6.61;6.61;6.61;p(-log);467;5;3;5;2.8;CC1=CC=CC=C1C(=O)NC2=CC=C(C3=CC=CC=C32)S(=O)(=O)NC4CCN(CC4)C(=O)N
CHEMBL3719075;ccr9_human;Human;No;2;Funct;7.00;7.00;7.00;p(-log);475;7;1;6;6.4;CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C=C(C=C2)Cl)C(=O)C3=CC(=NC=C3)SC
CHEMBL3719127;cxcr5_human;Human;No;1;Funct;5.55;5.55;5.55;p(-log);369;3;2;4;4.5;CC1=C2CC(CC2=C(S1)C)(C(=O)O)NC(=O)C3=C4CCCCC4=CC=C3
CHEMBL373008;cxcr3_human;Human;No;1;Funct;5.67;5.67;5.67;p(-log);498;7;3;4;3.4;CCNC(=O)N1CCCN(CC1)C2=C(C=C(C=C2)C(=O)NCC3CC3)NC(=O)C4=CC(=CC=C4)Cl
CHEMBL3751926;ccr2_human;Human;No;1;Funct;5.46;5.46;5.46;p(-log);266;2;1;4;4.2;CC1CC=C(C(C1)(C)C2=CC(=C(C=C2)F)F)C(=O)O
CHEMBL3753526;ccr2_human;Human;No;1;Funct;5.24;5.24;5.24;p(-log);299;2;1;2;5.2;CC1CC=C(C(C1)(C)C2=CC(=C(C=C2)Cl)Cl)C(=O)O
CHEMBL375591;ccr5_human;Human;Yes;1;Funct;4.10;4.10;4.10;p(-log);453;6;0;7;4.5;C1CCC(CC1)N2CCN(CC2)C(C3=CC=CC=C3F)C4=NN=NN4CC5=CC=C(C=C5)F
CHEMBL373759;ccr2_human;Human;Yes;1;Funct;4.70;4.70;4.70;p(-log);318;4;2;4;3.1;C1CN(CC1NC2=CC=CC3=C2C=CN=C3)CC4=CC(=CC=C4)N
CHEMBL372725;ccr3_human;Human;No;1;Funct;5.05;5.05;5.05;p(-log);486;9;1;4;5.9;CC(C)(C)C1=CC=C(C=C1)C(CNC(=O)CC2=CC=CC=C2OC)N3CCN(CC3)C4=CC=CC=C4
CHEMBL3754334;ccr2_human;Human;No;1;Funct;6.60;6.60;6.60;p(-log);306;3;1;2;5.6;CC1CC=C(C(C1)(C)C2=CC=CC(=C2)C3=CC=CC=C3)C(=O)O
CHEMBL375457;cxcr3_human;Human;No;1;Funct;6.84;6.84;6.84;p(-log);509;14;0;5;6.6;CCCCCCCCCC(=O)N(CCN(C)C)C(C)C1=NC2=CC=CC=C2C(=O)N1C3=CC=C(C=C3)F
CHEMBL372493;ccr3_human;Human;No;1;Funct;4.46;4.46;4.46;p(-log);511;8;1;7;5.3;CN(C)C1=CC=C(C=C1)C(CNC(=O)CC2=CC=C(C=C2)C(F)(F)F)N3CCN(CC3)C4=CC=CC=C4
CHEMBL372858;ccr3_human;Human;No;1;Funct;6.11;6.11;6.11;p(-log);528;8;1;9;6.7;C1CCC(CC1)N2CCN(CC2)C(CNCCC3=CC=C(C=C3)C(F)(F)F)C4=CC=C(C=C4)C(F)(F)F
CHEMBL373067;cxcr2_human;Human;Yes;1;Funct;5.89;5.89;5.89;p(-log);290;3;2;5;2.5;C1=CC=C(C=C1)CSC2=NC(=O)C3=C(N2)N=C(S3)N
CHEMBL374108;cxcr4_human;Human;Yes;1;Funct;7.20;7.20;7.20;p(-log);645;8;8;7;1.2;CC1C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)N1)CCCN=C(N)N)CC2=CC3=CC=CC=C3C=C2)CC4=CC=C(C=C4)O
CHEMBL373636;cxcr4_human;Human;Yes;1;Funct;7.96;7.96;7.96;p(-log);744;12;10;8;0.4;CC1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CC2=CC=C(C=C2)O)CCCN=C(N)N)CCCN=C(N)N)CC3=CC4=CC=CC=C4C=C3
CHEMBL3719064;ccr9_human;Human;No;2;Funct;7.00;7.00;7.00;p(-log);473;9;1;7;4.4;CC1=NC=C(C=C1)C(=O)C2=C(C=CC(=C2)Cl)NS(=O)(=O)C3=CC=C(C=C3)CCC(=O)OC
CHEMBL374274;ccr8_human;Human;No;1;Funct;7.61;7.61;7.61;p(-log);586;10;2;6;5.3;CCCC(=O)N1CCC(CC1)NS(=O)(=O)C2=CC=C(C3=CC=CC=C32)NC(=O)C4=CC=C(C=C4)OCC5=CC=CC=C5
CHEMBL373155;cxcr4_human;Human;No;1;Funct;7.38;7.38;7.38;p(-log);659;8;7;7;1.4;CC1C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)N1C)CC2=CC=C(C=C2)O)CC3=CC4=CC=CC=C4C=C3)CCCN=C(N)N
